card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location_begin  (nl),adm.uuid_mat,Volgnummer (nl),ResourceID,brocade.id,Source Note (nl),Source Note Type,Source Note Language
e22_Items,1,mpmbr,tg:mpmbr:890_#1,Arch. 89,isad:mpm:42,10 Q 2 D,3db9fece-63d4-566a-8759-947bafa9a313,p. 225-226,3db9fece-63d4-566a-8759-947bafa9a313,tg:mpmbr:890_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:109_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,851e0cca-4d2d-5bcb-b05a-23b8527117b2,C.e.8,851e0cca-4d2d-5bcb-b05a-23b8527117b2,tg:mpmbr:109_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:634_#1,Arch. 80,isad:mpm:32,10 Q 2 G,33815a30-f063-54fa-a96b-6cf311593d9e,p. 37-40,33815a30-f063-54fa-a96b-6cf311593d9e,tg:mpmbr:634_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:624_#1,Arch. 89,isad:mpm:42,10 Q 2 D,56bfd08c-22b3-5a80-bef6-ae62af422755,p. 263-266,56bfd08c-22b3-5a80-bef6-ae62af422755,tg:mpmbr:624_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:864_#1,Arch. 89,isad:mpm:42,10 Q 2 D,2124d483-5a98-5e46-b109-a8bc089bd0d2,p. 143-144,2124d483-5a98-5e46-b109-a8bc089bd0d2,tg:mpmbr:864_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:874_#1,Arch. 89,isad:mpm:42,10 Q 2 D,47692671-422b-5b98-9d09-5d493fda0d0c,p. 169-172,47692671-422b-5b98-9d09-5d493fda0d0c,tg:mpmbr:874_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1066_#1,Arch. 638,isad:mpm:161,10 Q 8 C,69d69cba-4147-50d6-b0bb-25062bc79d33,p. 362-363,69d69cba-4147-50d6-b0bb-25062bc79d33,tg:mpmbr:1066_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1076_#1,Arch. 89,isad:mpm:42,10 Q 2 D,ee50a70e-a326-5327-bf9d-2264429e1187,p. 701-704,ee50a70e-a326-5327-bf9d-2264429e1187,tg:mpmbr:1076_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:222_#1,Arch. 1457,isad:mpm:343,10 R 3 B,811893b9-40a6-5dca-b951-26ee1a7b5d91,16,811893b9-40a6-5dca-b951-26ee1a7b5d91,tg:mpmbr:222_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:232_#1,Arch. 296,isad:mpm:365,10 Q 4 A,07c67b0c-06b6-5987-941c-9aafb4ef3ccf,los stuk 3,07c67b0c-06b6-5987-941c-9aafb4ef3ccf,tg:mpmbr:232_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:467_#1,Arch. 79,isad:mpm:31,10 Q 2 G,8aa5c813-c767-5db6-b9ae-252966a84b10,p. 145-148,8aa5c813-c767-5db6-b9ae-252966a84b10,tg:mpmbr:467_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:669_#1,Arch. 80,isad:mpm:32,10 Q 2 G,c40083ce-b515-5bfe-907f-741ac035a8f3,p. 205-206,c40083ce-b515-5bfe-907f-741ac035a8f3,tg:mpmbr:669_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:711_#1,Arch. 89,isad:mpm:42,10 Q 2 D,8f53849a-e57a-531d-834a-d20f27034af7,p. 295-296,8f53849a-e57a-531d-834a-d20f27034af7,tg:mpmbr:711_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:679_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,2844ce74-d0e6-5b87-8c86-2356a598d155,,2844ce74-d0e6-5b87-8c86-2356a598d155,tg:mpmbr:679_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:701_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,1d1d4fc8-67af-53a4-84a4-75bc359569a9,,1d1d4fc8-67af-53a4-84a4-75bc359569a9,tg:mpmbr:701_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:144_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,092d11ff-969f-5651-bbbc-c72e2a6299e6,A.d.1,092d11ff-969f-5651-bbbc-c72e2a6299e6,tg:mpmbr:144_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:154_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,077fa865-3ce7-5945-b8a3-4efa11f59a28,A.d.5.1,077fa865-3ce7-5945-b8a3-4efa11f59a28,tg:mpmbr:154_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:126_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,26828fc9-e359-5297-b3ab-947f701bd0c8,C.g.10,26828fc9-e359-5297-b3ab-947f701bd0c8,tg:mpmbr:126_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:136_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,301c9046-b359-560d-a693-d7471b1db388,A.c.1,301c9046-b359-560d-a693-d7471b1db388,tg:mpmbr:136_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:773_#1,Arch. 89,isad:mpm:42,10 Q 2 D,13bac2bf-d3b9-5290-86cc-0f5a2a0f5490,p. 435-436,13bac2bf-d3b9-5290-86cc-0f5a2a0f5490,tg:mpmbr:773_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:763_#1,Arch. 89,isad:mpm:42,10 Q 2 D,559fcc7d-7939-50de-a3b6-cfa060e1d22f,p. 415-416,559fcc7d-7939-50de-a3b6-cfa060e1d22f,tg:mpmbr:763_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:415_#1,Arch. 79,isad:mpm:31,10 Q 2 G,e0699635-89df-5045-be92-08c80c471c79,p. 109-112,e0699635-89df-5045-be92-08c80c471c79,tg:mpmbr:415_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:405_#1,Arch. 79,isad:mpm:31,10 Q 2 G,63d20bbe-fc2f-5d40-a1db-3d965df3d6f2,p. 69-72,63d20bbe-fc2f-5d40-a1db-3d965df3d6f2,tg:mpmbr:405_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:338_#1,Arch. 78,isad:mpm:30,10 Q 2 G,1929f56b-363b-5ae4-b0fb-50ecc3a82b03,p. 517-520,1929f56b-363b-5ae4-b0fb-50ecc3a82b03,tg:mpmbr:338_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:240_#1,Arch. 78,isad:mpm:30,10 Q 2 G,3eb241cc-be96-58d5-83d4-fefcd6ca5a53,p. 165-168,3eb241cc-be96-58d5-83d4-fefcd6ca5a53,tg:mpmbr:240_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:328_#1,Arch. 78,isad:mpm:30,10 Q 2 G,7b093645-a2fd-5e7e-8192-991e023e7f82,p. 473-480,7b093645-a2fd-5e7e-8192-991e023e7f82,tg:mpmbr:328_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:250_#1,Arch. 78,isad:mpm:30,10 Q 2 G,ead8a960-87ac-5cf8-b448-1e131c23e540,p. 201-206,ead8a960-87ac-5cf8-b448-1e131c23e540,tg:mpmbr:250_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1004_#1,Arch. 638,isad:mpm:161,10 Q 8 C,01af6758-23f4-5ff7-8889-f9bb941a9cba,p. 120-123,01af6758-23f4-5ff7-8889-f9bb941a9cba,tg:mpmbr:1004_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1014_#1,Arch. 638,isad:mpm:161,10 Q 8 C,d70c1e15-e93b-559d-a24c-a1ef9e8a366f,p. 154-157,d70c1e15-e93b-559d-a24c-a1ef9e8a366f,tg:mpmbr:1014_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:381_#1,Arch.78,isad:mpm:30,10 Q 2 G,b22af164-8646-57d0-85a7-50797cfdff9f,p.689-692,b22af164-8646-57d0-85a7-50797cfdff9f,tg:mpmbr:381_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:391_#1,Arch. 79,isad:mpm:31,10 Q 2 G,2cd09d1e-e97e-5653-bbae-b66eac68d109,p. 13-16,2cd09d1e-e97e-5653-bbae-b66eac68d109,tg:mpmbr:391_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:806_#1,Arch. 89,isad:mpm:42,10 Q 2 D,49eb62fd-e024-522a-9cff-666495e3bed3,p. 501-502,49eb62fd-e024-522a-9cff-666495e3bed3,tg:mpmbr:806_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:816_#1,Arch. 89,isad:mpm:42,10 Q 2 D,d383daeb-9877-5b81-a155-ec3ae33048fc,p. 529-530,d383daeb-9877-5b81-a155-ec3ae33048fc,tg:mpmbr:816_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:92_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,d31ca985-a3a0-5cf1-acc0-fd0af557fcf7,C.d.3.1,d31ca985-a3a0-5cf1-acc0-fd0af557fcf7,tg:mpmbr:92_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1193_#1,Arch. 638,isad:mpm:161,10 Q 8 C,f02d1603-c7de-56be-925e-67970dc73d00,p. 754-761,f02d1603-c7de-56be-925e-67970dc73d00,tg:mpmbr:1193_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:82_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,11d1ef1f-c192-5e8f-ae4f-c2f08afd8dcf,A.a.3,11d1ef1f-c192-5e8f-ae4f-c2f08afd8dcf,tg:mpmbr:82_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1183_#1,Arch. 638,isad:mpm:161,10 Q 8 C,144c50f8-6df3-574c-8ac8-683d24a1ef67,p. 714-715,144c50f8-6df3-574c-8ac8-683d24a1ef67,tg:mpmbr:1183_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:216_#1,Arch. 1457,isad:mpm:343,10 R 3 B,a87f0e94-e939-50ec-a654-ed03206e95a8,10,a87f0e94-e939-50ec-a654-ed03206e95a8,tg:mpmbr:216_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:206_#1,Arch. 1450,isad:mpm:339,10 R 3 B,d571fd5d-233e-56c9-b6d6-f60bd5bb3164,9,d571fd5d-233e-56c9-b6d6-f60bd5bb3164,tg:mpmbr:206_#1,Arch. 95 bis C.f.1.3,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:991_#1,Arch. 638,isad:mpm:161,10 Q 8 C,ce8c2446-af64-5834-8370-5be7a07db8d0,p. 65-66,ce8c2446-af64-5834-8370-5be7a07db8d0,tg:mpmbr:991_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:170_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,ae077a3b-c543-5bde-a606-82219456e26a,B.b.4.1,ae077a3b-c543-5bde-a606-82219456e26a,tg:mpmbr:170_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:981_#1,Arch. 638,isad:mpm:161,10 Q 8 C,b5f8342d-cf65-5334-8778-dc65e7f4a909,p. 27-30,b5f8342d-cf65-5334-8778-dc65e7f4a909,tg:mpmbr:981_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:160_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,47e8fd3e-ba1b-5e38-91f4-c4d70c707ad6,B.a.3,47e8fd3e-ba1b-5e38-91f4-c4d70c707ad6,tg:mpmbr:160_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:725_#1,Arch. 89,isad:mpm:42,10 Q 2 D,cfbd01a7-e49f-597e-84a7-35cb6ac753ca,p. 327-328,cfbd01a7-e49f-597e-84a7-35cb6ac753ca,tg:mpmbr:725_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:735_#1,Arch. 89,isad:mpm:42,10 Q 2 D,87462acd-3d50-5438-ae62-fd31be78e026,p. 353-354,87462acd-3d50-5438-ae62-fd31be78e026,tg:mpmbr:735_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:928_#1,Arch. 89,isad:mpm:42,10 Q 2 D,388946e2-a60e-5bfa-9b9e-d3276461304a,p. 629-630,388946e2-a60e-5bfa-9b9e-d3276461304a,tg:mpmbr:928_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:850_#1,Arch. 89,isad:mpm:42,10 Q 2 D,161e21e8-afe6-5247-9b14-44ea92289513,p. 95-96,161e21e8-afe6-5247-9b14-44ea92289513,tg:mpmbr:850_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:938_#1,SCH HF BA 169,isad:mpm:301,15 Q 7 C,36bd96e8-a9b5-53f8-acf6-995c672a9214,5,36bd96e8-a9b5-53f8-acf6-995c672a9214,tg:mpmbr:938_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:840_#1,Arch. 89,isad:mpm:42,10 Q 2 D,f5804abb-f9da-5482-b24a-e7c391e1e062,p. 57-58,f5804abb-f9da-5482-b24a-e7c391e1e062,tg:mpmbr:840_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:582_#1,Arch. 79,isad:mpm:31,10 Q 2 G,21f100fa-c97c-539a-aea0-955b4c415eae,p. 585-588,21f100fa-c97c-539a-aea0-955b4c415eae,tg:mpmbr:582_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1052_#1,Arch. 638,isad:mpm:161,10 Q 8 C,43838162-aa05-5125-b9ba-d804a38bdbd2,p. 314-315,43838162-aa05-5125-b9ba-d804a38bdbd2,tg:mpmbr:1052_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:592_#1,Arch. 79,isad:mpm:31,10 Q 2 G,dff738b0-dcf4-571d-8c31-82255562560b,p. 625-628,dff738b0-dcf4-571d-8c31-82255562560b,tg:mpmbr:592_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1042_#1,Arch. 638,isad:mpm:161,10 Q 8 C,3ef61fbe-f447-5135-b64d-26033790fb16,p. 274-277,3ef61fbe-f447-5135-b64d-26033790fb16,tg:mpmbr:1042_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:49_#1,Arch. 498,isad:mpm:33,10 Q 6 C,e0487af3-d1e5-53da-b5f8-48e1297dee88,,e0487af3-d1e5-53da-b5f8-48e1297dee88,tg:mpmbr:49_#1,Los stuk 1 vooraan,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:1030_#1,Arch. 638,isad:mpm:161,10 Q 8 C,731b8793-6dea-57be-9ccb-836343195d3d,p. 232-233,731b8793-6dea-57be-9ccb-836343195d3d,tg:mpmbr:1030_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1148_#1,Arch. 638,isad:mpm:161,10 Q 8 C,33cbc70f-cba7-5620-a3df-a47ff81aa005,p. 580-583,33cbc70f-cba7-5620-a3df-a47ff81aa005,tg:mpmbr:1148_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:498_#1,Arch. 79,isad:mpm:31,10 Q 2 G,eb357ca0-e540-5e14-bd22-b41ab2cf0008,p. 271-274,eb357ca0-e540-5e14-bd22-b41ab2cf0008,tg:mpmbr:498_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1020_#1,Arch. 638,isad:mpm:161,10 Q 8 C,a8178b7c-e1f7-5472-ba5d-b88d72978f14,p. 194-195,a8178b7c-e1f7-5472-ba5d-b88d72978f14,tg:mpmbr:1020_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:59_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,4f9a0665-bde2-502a-ad8b-13d365e7dcb2,A.b.2.2,4f9a0665-bde2-502a-ad8b-13d365e7dcb2,tg:mpmbr:59_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1158_#1,Arch. 638,isad:mpm:161,10 Q 8 C,63e264c3-6b1d-58b2-9ece-f93cbb88d3df,p. 616-619,63e264c3-6b1d-58b2-9ece-f93cbb88d3df,tg:mpmbr:1158_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:488_#1,Arch. 79,isad:mpm:31,10 Q 2 G,1296f8ce-e24a-5bf8-b2f4-7febfa2b90f4,p. 231-234A,1296f8ce-e24a-5bf8-b2f4-7febfa2b90f4,tg:mpmbr:488_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:686_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,f359eee2-0167-5989-a786-5185743c543c,,f359eee2-0167-5989-a786-5185743c543c,tg:mpmbr:686_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:696_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,397b9630-3a98-56dc-8a61-ee8a541e7cf6,,397b9630-3a98-56dc-8a61-ee8a541e7cf6,tg:mpmbr:696_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:832_#1,Arch. 89,isad:mpm:42,10 Q 2 D,f8e47ada-b426-52f0-a93a-0c91910913ad,p. 19-20,f8e47ada-b426-52f0-a93a-0c91910913ad,tg:mpmbr:832_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:822_#1,Arch. 89,isad:mpm:42,10 Q 2 D,4e399df2-6c94-59b2-87a8-a042a693271e,p. 545-546,4e399df2-6c94-59b2-87a8-a042a693271e,tg:mpmbr:822_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:747_#1,Arch. 89,isad:mpm:42,10 Q 2 D,e7e149a2-f06c-5659-a099-d4b97e625973,p. 381-382,e7e149a2-f06c-5659-a099-d4b97e625973,tg:mpmbr:747_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:757_#1,Arch. 89,isad:mpm:42,10 Q 2 D,bbbeccf2-a98e-546f-89b7-1ee273a95c2b,p. 401-402,bbbeccf2-a98e-546f-89b7-1ee273a95c2b,tg:mpmbr:757_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:112_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,24291551-e0bd-5737-a2ba-d82765dbc1fe,C.g.2.2,24291551-e0bd-5737-a2ba-d82765dbc1fe,tg:mpmbr:112_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:102_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,f05fb150-7a94-554d-a94d-7acd1f9c3ea4,C.e.3.2,f05fb150-7a94-554d-a94d-7acd1f9c3ea4,tg:mpmbr:102_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:274_#1,Arch.78,isad:mpm:30,10 Q 2 G,40ecfa8f-3618-5f88-a093-3dc4faa65422,p.283-286,40ecfa8f-3618-5f88-a093-3dc4faa65422,tg:mpmbr:274_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:264_#1,Arch. 78,isad:mpm:30,10 Q 2 G,ae540492-dbf5-5c3e-8ac1-755db4a5b937,p. 263-266,ae540492-dbf5-5c3e-8ac1-755db4a5b937,tg:mpmbr:264_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1089_#1,Arch. 89,isad:mpm:42,10 Q 2 D,2ccac3cd-30d9-5f7d-8a3a-45c5d1a40d86,p. 737-740,2ccac3cd-30d9-5f7d-8a3a-45c5d1a40d86,tg:mpmbr:1089_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:559_#1,Arch. 79,isad:mpm:31,10 Q 2 G,70a9f3e4-325f-5da1-9c75-82084e18fba2,p. 497-500,70a9f3e4-325f-5da1-9c75-82084e18fba2,tg:mpmbr:559_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:421_#1,Arch. 79,isad:mpm:31,10 Q 2 G,bd1baa23-f3c9-5f65-bb5b-73ebb2327a92,p. 133-136,bd1baa23-f3c9-5f65-bb5b-73ebb2327a92,tg:mpmbr:421_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1099_#1,Arch. 89,isad:mpm:42,10 Q 2 D,5fa5ba11-af0d-5e46-ad17-6b63b985324a,p. 777-780,5fa5ba11-af0d-5e46-ad17-6b63b985324a,tg:mpmbr:1099_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:549_#1,Arch. 79,isad:mpm:31,10 Q 2 G,7194ada2-1366-5175-b7e8-f127221ba8b2,p. 457-460,7194ada2-1366-5175-b7e8-f127221ba8b2,tg:mpmbr:549_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:14_#1,Arch. 793,isad:mpm:128,10 R 9 B,a7ed2f9c-13ce-52ee-85df-bbfb7fc9c630,,a7ed2f9c-13ce-52ee-85df-bbfb7fc9c630,tg:mpmbr:14_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:1115_#1,Arch. 638,isad:mpm:161,10 Q 8 C,c67d1ab0-de43-51d6-9af9-96534c2c8ac5,p. 454-457,c67d1ab0-de43-51d6-9af9-96534c2c8ac5,tg:mpmbr:1115_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1105_#1,Arch. 638,isad:mpm:161,10 Q 8 C,3178c091-2894-58d2-aacd-6c2738dda3b2,p. 418-421,3178c091-2894-58d2-aacd-6c2738dda3b2,tg:mpmbr:1105_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:290_#1,Arch.78,isad:mpm:30,10 Q 2 G,438899cf-f79b-5ac9-9e2c-487c8349b97e,p.347-350,438899cf-f79b-5ac9-9e2c-487c8349b97e,tg:mpmbr:290_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:280_#1,Arch.78,isad:mpm:30,10 Q 2 G,4b71a28b-88ee-57fd-b231-7a009ef4741b,p.307-310,4b71a28b-88ee-57fd-b231-7a009ef4741b,tg:mpmbr:280_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:917_#1,Arch. 89,isad:mpm:42,10 Q 2 D,d403946b-9f4a-51ae-b7f8-db7166a4194b,p. 601-604,d403946b-9f4a-51ae-b7f8-db7166a4194b,tg:mpmbr:917_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:907_#1,Arch. 89,isad:mpm:42,10 Q 2 D,298d6396-e054-540c-b75b-c6e84b2656c0,p. 567-568,298d6396-e054-540c-b75b-c6e84b2656c0,tg:mpmbr:907_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:662_#1,Arch. 80,isad:mpm:31,10 Q 2 G,babe0ea9-96a7-5efd-bf64-907f11a88f75,p. 149-152,babe0ea9-96a7-5efd-bf64-907f11a88f75,tg:mpmbr:662_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:672_#1,Arch. 80,isad:mpm:32,10 Q 2 G,2ec38e2e-3e97-5929-9ac9-e6305ac623aa,p. 217-218,2ec38e2e-3e97-5929-9ac9-e6305ac623aa,tg:mpmbr:672_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:504_#1,Arch. 79,isad:mpm:31,10 Q 2 G,3c2a1039-d2e7-52af-81a3-6cb5a3df75d5,p. 287-290,3c2a1039-d2e7-52af-81a3-6cb5a3df75d5,tg:mpmbr:504_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:514_#1,Arch. 79,isad:mpm:31,10 Q 2 G,4dd17a8e-ba0c-5162-82fd-070b848a6c6c,p. 327-330,4dd17a8e-ba0c-5162-82fd-070b848a6c6c,tg:mpmbr:514_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:351_#1,Arch. 78,isad:mpm:30,10 Q 2 G,c6c52c89-2480-5d7f-a4b6-d4d91ba20e84,p. 569-572,c6c52c89-2480-5d7f-a4b6-d4d91ba20e84,tg:mpmbr:351_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:229_#1,Arch. 141,isad:mpm:365,10 Q 3 C,c3017afa-a3b0-5e23-82a2-5f4425626845,,c3017afa-a3b0-5e23-82a2-5f4425626845,tg:mpmbr:229_#1,los stuk tussen fol. 56-57,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:341_#1,Arch. 78,isad:mpm:30,10 Q 2 G,58b41db9-3189-5185-9a41-aea728e52804,p. 529-532,58b41db9-3189-5185-9a41-aea728e52804,tg:mpmbr:341_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:239_#1,Arch. 78,isad:mpm:30,10 Q 2 G,0bf024e5-8c9b-5068-b03a-efd837df86a7,p. 161-164,0bf024e5-8c9b-5068-b03a-efd837df86a7,tg:mpmbr:239_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:333_#1,Arch. 78,isad:mpm:30,10 Q 2 G,e0b8b240-0544-5688-9c6c-000b925355c0,p. 497-500,e0b8b240-0544-5688-9c6c-000b925355c0,tg:mpmbr:333_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:323_#1,Arch. 78,isad:mpm:30,10 Q 2 G,04e55407-fe7f-5838-9d25-f042c05a7781,p. 451-454,04e55407-fe7f-5838-9d25-f042c05a7781,tg:mpmbr:323_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:566_#1,Arch. 79,isad:mpm:31,10 Q 2 G,015e18a9-dd43-5515-996e-84e44e9ca317,p. 523-526,015e18a9-dd43-5515-996e-84e44e9ca317,tg:mpmbr:566_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:576_#1,Arch. 79,isad:mpm:31,10 Q 2 G,433dc505-acc6-5314-ab88-28c6274b4200,p. 563-566,433dc505-acc6-5314-ab88-28c6274b4200,tg:mpmbr:576_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:778_#1,Arch. 89,isad:mpm:42,10 Q 2 D,e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5,p. 445-446,e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5,tg:mpmbr:778_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:610_#1,Arch. 79,isad:mpm:31,10 Q 2 G,1022446f-e3f7-5d6d-88b2-383e1e51f6fe,p. 693-696,1022446f-e3f7-5d6d-88b2-383e1e51f6fe,tg:mpmbr:610_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:768_#1,Arch. 89,isad:mpm:42,10 Q 2 D,aea9d100-6f53-55ee-9b15-5ea82c9d8ce0,p. 425-426,aea9d100-6f53-55ee-9b15-5ea82c9d8ce0,tg:mpmbr:768_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1211_#1,Arch. 638,isad:mpm:161,10 Q 8 C,e37febcd-a823-5228-aaa2-aaadb592b95f,p. 818-821,e37febcd-a823-5228-aaa2-aaadb592b95f,tg:mpmbr:1211_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1201_#1,Arch. 638,isad:mpm:161,10 Q 8 C,18f31364-4eb3-571d-af3d-aa550d274598,p. 786-787,18f31364-4eb3-571d-af3d-aa550d274598,tg:mpmbr:1201_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:975_#1,Arch. 89,isad:mpm:42,10 Q 2 D,637a7978-97dd-5013-9c89-16cc4e62117a,p. 697-700,637a7978-97dd-5013-9c89-16cc4e62117a,tg:mpmbr:975_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:194_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,ab21f02b-35c8-57fd-9e6d-a087c66c4f5f,B.i.5,ab21f02b-35c8-57fd-9e6d-a087c66c4f5f,tg:mpmbr:194_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:965_#1,Arch. 89,isad:mpm:42,10 Q 2 D,dedafd0b-af25-53b7-a995-cdebde082ee2,p. 665-668,dedafd0b-af25-53b7-a995-cdebde082ee2,tg:mpmbr:965_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:184_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,a2a24603-bbca-5a2e-89e2-a4cca04e696c,B.h.1.1,a2a24603-bbca-5a2e-89e2-a4cca04e696c,tg:mpmbr:184_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:76_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,e037e210-1871-53dd-989b-82909669ca7c,A.b.9.1,e037e210-1871-53dd-989b-82909669ca7c,tg:mpmbr:76_#1,,,
