ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,source_field,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:57,https://data.museumplantinmoretus.be/ark:/11975/4a84d2be-78bf-5112-bccf-849985bb9e41,Foto's,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""76312b10-4b6d-4f0d-8497-b814a09c9f93"", ""ontologyProperty"": """", ""resourceXresourceId"": ""564b1c23-991a-464d-8557-d9fa02b91b4e"", ""inverseOntologyProperty"": """"}]"
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,"Fragment van *La bible qui est toute la saincte éscriture …* (Orléans, Rabier, 1566)
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000046,referentienummer,False,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:57,brocade id,False,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:57/N,brocade url,False,,,,,,,,,,,,,,
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b32f857a-9586-5620-8ae1-e2ac82231036"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0d60b4b7-3a6f-4196-8814-c77ec662fce5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:92,https://data.museumplantinmoretus.be/ark:/11975/4d365fa2-2ad0-53e9-a168-01512accff50,Foto's,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,Places,,,,,,,,,,1,id/place.place,[Leiden],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7b238d50-a795-4e77-a595-087112233fa1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""66225afe-0c9e-43ea-aa8a-b01d9bfc2807"", ""inverseOntologyProperty"": """"}]"
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,"*Proeve der drukkerye van mr. Abraham Elzevier, in sijn leven drukker van de universiteyt tot Leyden. Bestaande in vier schoone druk-parssen, …* (Abraham Elzevier, Leiden 1713)
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000081,referentienummer,False,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:92,brocade id,False,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:92/N,brocade url,False,,,,,,,,,,,,,,
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""27cefa72-ec66-5eb1-a976-177cb107b710"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c2335142-c234-4d39-bfd0-308b6b78041e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:97,https://data.museumplantinmoretus.be/ark:/11975/532f07c7-65a3-5877-b8df-10a360ea13db,Foto's,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,Places,,,,,,,,,,1,id/place.place,[Leiden],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""bdf86cfd-7ff0-482b-a25a-ed369f63103c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4a1657f6-20ae-4d00-bf97-4a698e067544"", ""inverseOntologyProperty"": """"}]"
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,"*Proeven van veelerhande curieuse soo Grieckse, Romeynse, cursijfse, geschreven en Nederduytse letteren; … Naergelaten bij Zal: Pieter Boeyesz. In sijn leven boek-drukker tot Hoorn.* (Pieter Boeyesz, Hoorn 1692)",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000086,referentienummer,False,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:97,brocade id,False,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:97/N,brocade url,False,,,,,,,,,,,,,,
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2760e92a-f0f0-5771-aa50-5bfbf05ce051"", ""ontologyProperty"": """", ""resourceXresourceId"": ""30398877-2121-47ba-b1d9-5202b33f12cc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:45,https://data.museumplantinmoretus.be/ark:/11975/542a5794-1416-5a8f-a546-f590aaf911d0,Foto's,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2e73e50b-22e9-47f9-bab2-fba605fea84b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""efe18f4c-8ffc-4bf8-9097-ae62ade58e8c"", ""inverseOntologyProperty"": """"}]"
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,Een archiefstuk over de verkoop van een huis van Le Bé in Parijs (1548),descriptive note,Nederlands,,,,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000034,referentienummer,False,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:45,brocade id,False,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:45/N,brocade url,False,,,,,,,,,,,,,,
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ac70bb1d-3561-578b-a818-e1292a707db5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6699ea5a-38a7-4f98-b79e-a9889de93e31"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:77,https://data.museumplantinmoretus.be/ark:/11975/5a37fe40-9a79-5043-bafe-b52608510cec,Foto's,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f5f476e5-90e2-4224-b899-372145e4d7d5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a7293c1-25a1-44f4-900f-4eed851d4d3e"", ""inverseOntologyProperty"": """"}]"
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,"LG = Lyon Gotiek. Stukken van fotonegatieven van diverse grootte; niet zeker of ze uit hetzelfde werk komen. Er is een papiertje bij dat vermeld 'Poitiers in album'. Het zijn stukken die gotiek uit Lyon laten zien. Ze zijn ook allemaal genomen door D. Macbeth. Waarschijnlijk ook uit de periode 1500-1520.
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000066,referentienummer,False,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:77,brocade id,False,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:77/N,brocade url,False,,,,,,,,,,,,,,
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6129afef-8767-53ff-9617-f575251b42cb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0424e46-096c-445a-a65f-8bbd31351c13"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:96,https://data.museumplantinmoretus.be/ark:/11975/5ca9f8d1-8de9-54c6-b967-9cced4c58b77,Foto's,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,Places,,,,,,,,,,1,id/place.place,[Leiden],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fe22a89d-5b7f-4d90-b7a7-d439af3d933f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bb6380b6-2416-4ecb-8bdd-1511a918132c"", ""inverseOntologyProperty"": """"}]"
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,"*Proeven der letteren, welcke de na-ghelaten weduwe en erfgenamen van zal: Broer Jansz, (in zijn leven ordinaris boeck-drucker deser stede Amsterdam), van meeninge zijn op den presenteren aende meest-biedende te verkoopen.* (Weduwe en erfgenamen Broer Jansz, Amsterdam 1653)",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000085,referentienummer,False,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:96,brocade id,False,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:96/N,brocade url,False,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c460fa86-0321-5a07-b7f0-b674cbe91a07"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cf04e4a1-bba4-49c0-b84e-a4ca7bb6960a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:50,https://data.museumplantinmoretus.be/ark:/11975/633eb992-a5fd-5527-a534-d01b12ca13f7,Foto's,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""55e059c6-dd3e-43cc-b592-23853e597771"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a61c008c-cf33-4e4c-936b-c9dc9144da29"", ""inverseOntologyProperty"": """"}]"
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,id/date.exposure/so,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_Descriptions,,,,,,,,,,,id.desc,,,,,,,,,,,,,"Fragment van *L'histoire d'Herodian* (Lyon, Rouillé, 1554)
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_LegacyInformation,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000039,referentienummer,False,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:50,brocade id,False,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_LegacyInformation,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:50/N,brocade url,False,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_MaterialRecords,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d5e81ead-eb24-55f5-8494-4afb69a8449a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""15b53014-a99a-4a3e-a430-01931f3058cc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,tg:mpmph:24,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:24,https://data.museumplantinmoretus.be/ark:/11975/646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,Foto's,,,,
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""39dd6142-6546-4f5b-9be3-5b98a27755c1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d89e675f-6dad-4a02-8942-7be6268c200a"", ""inverseOntologyProperty"": """"}]"
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,tg:mpmph:24,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,tg:mpmph:24,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
