ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit,source_code,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,Warehouse Location (begin),adm.uuid_mat,adm.isadPartOf,Volgnummer,Mark Text,Mark Type,Mark Language,col_source_field,mat_source_field,Material Colour,Material,Object Type,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,213,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,341,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:15_#1,M 21,10 I 2 C,76f134ef-a5a9-5370-bb23-79ec548601e7,isad:mpm:22,fol. 15,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,brown (color),ink,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,ttkt,,,,,,,,,,,,,,,,plans (maps),,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,open
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:36_#1,https://data.museumplantinmoretus.be/ark:/11975/8728bea8-6a2c-5026-94f0-c46e37d67921,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,29 x 18,"29 x 18 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,290,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:36_#1,TK 270,10 K 1 H,8728bea8-6a2c-5026-94f0-c46e37d67921,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,"<p>Erasmus Quellinius delin.</p>
",signatures (names),Nederlands,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,ink,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,open
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:34_#1,https://data.museumplantinmoretus.be/ark:/11975/8e9ab46a-1948-5000-b52e-1e56003b44bc,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"11 x 6,5","11 x 6,5 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,110,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,65,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:34_#1,TK 264,10 K 1 H,8e9ab46a-1948-5000-b52e-1e56003b44bc,,,,,,,,,,,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,ink,,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechaanvtk.mpmtechtaddtk,,bister (pigment),,,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
8e9ab46a-1948-5000-b52e-1e56003b44bc,tg:mpmtk:34_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637,open
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:26_#1,https://data.museumplantinmoretus.be/ark:/11975/8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"30,9 x 20,1","30,9 x 20,1 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,309,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,201,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:26_#1,TK 395,10 K 1 G,8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,,,,,,,,,,,,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,brown (color),ink,,,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
8fab448e-5bb1-5697-bcc5-dd5235f9ffd8,tg:mpmtk:26_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637,open
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:31_#1,https://data.museumplantinmoretus.be/ark:/11975/bfe48296-c4a6-58f7-af03-286feaa9ed31,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,20 x 28,"20 x 28 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,200,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,280,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:31_#1,TK 391,10 K 1 G,bfe48296-c4a6-58f7-af03-286feaa9ed31,,,,,,,,,,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,brown (color),ink,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechaanvtk.mpmkleur,kenmerken/mpmtechaanvtk.mpmtechtaddtk,brown (color),ink,,,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechaanvtk.mpmtechtaddtk,,,,zgw,,,,,,,,,,,,,,,,,,,,,,,ink wash (technique),,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
bfe48296-c4a6-58f7-af03-286feaa9ed31,tg:mpmtk:31_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,open
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:21_#1,https://data.museumplantinmoretus.be/ark:/11975/cd351e07-50be-5522-b7a2-e07a00587c9d,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"25,7 x 16,7","25,7 x 16,7 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,257,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,167,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:21_#1,TK 347,10 K 1 H,cd351e07-50be-5522-b7a2-e07a00587c9d,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,ink,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,open
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:11_#1,https://data.museumplantinmoretus.be/ark:/11975/d1e34e67-207a-52e4-97d1-3dec92f7b7d2,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_Archives,1,isad:mpm:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"19,5 x 29","19,5 x 29 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,195,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,290,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:11_#1,Arch. 1150a,15 H 1 F,d1e34e67-207a-52e4-97d1-3dec92f7b7d2,isad:mpm:22,fol. 35,,,,,,,,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,brown (color),ink,,,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
d1e34e67-207a-52e4-97d1-3dec92f7b7d2,tg:mpmtk:11_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,open
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:39_#1,https://data.museumplantinmoretus.be/ark:/11975/e81669e6-53d4-5085-9633-335775557e15,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,18 x 14,"18 x 14 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,180,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,140,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:39_#1,TK 388,10 K 1 G,e81669e6-53d4-5085-9633-335775557e15,,,,,,,,,,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,"<p>Ara, Patera et Simpulum Pietatem / Religionem et Sacra indicent / Lira et Hederacea Corona Poesim</p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,brown (color),ink,,,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
e81669e6-53d4-5085-9633-335775557e15,tg:mpmtk:39_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,open
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:23_#1,https://data.museumplantinmoretus.be/ark:/11975/f035fc19-9010-52c0-9131-0d35856aa2bd,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"12,7 x 7","12,7 x 7 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,127,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,70,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:23_#1,TK 384,10 K 1 H,f035fc19-9010-52c0-9131-0d35856aa2bd,,,,,,,,,,,,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,sepia (color),ink,,,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
f035fc19-9010-52c0-9131-0d35856aa2bd,tg:mpmtk:23_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,open
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:24_#1,https://data.museumplantinmoretus.be/ark:/11975/f7b959e3-1609-5a91-8d2f-57b2f02f87bb,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"12,7 x 7,7","12,7 x 7,7 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,127,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,77,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:24_#1,TK 383,10 K 1 H,f7b959e3-1609-5a91-8d2f-57b2f02f87bb,,,,,,,,,,,,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,sepia (color),ink,,,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,
f7b959e3-1609-5a91-8d2f-57b2f02f87bb,tg:mpmtk:24_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,open
