ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,8 x 23,,,,,,,,,,,,"8 x 23 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,80,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:322_#1,Arch. 669,isad:mpm:421,10 Q 8 A,4a55182b-95fa-53d9-be66-57c7c64887e9,los stuk 1 tussen p. 5-6,,,,,,,,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,receipts (financial records),,,,,,,,,
4a55182b-95fa-53d9-be66-57c7c64887e9,tg:mpmak:322_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,open
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:276_#1,https://data.museumplantinmoretus.be/ark:/11975/4abb0027-c1a8-5955-9e8e-0a75d5f17005,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Archives,1,,,,,,isad:mpm:304,"dlod={""name"":""Acquisitielijsten van boeken op de Frankfurter Buchmesse"",""ark"":""ark:/11975/x0/6835f1c4-e004-5110-9e2d-f2cfa77e59cc"",""uri"":""/repositories/10/archival_objects/32529"",""id"":""isad:mpm:304"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Financiële stukken geordend naar onderwerp"",""Frankfurter Buchmesse"",""Verkoop van boeken op de Buchmesse""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Acquisitielijsten van boeken op de Frankfurter Buchmesse"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/6835f1c4-e004-5110-9e2d-f2cfa77e59cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,"15,0 x 10,5",,,,,,,,,,,,"15,0 x 10,5 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,150,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,105,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,19,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,34,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:276_#1,Arch. 950,isad:mpm:304,10 R 8 D,4abb0027-c1a8-5955-9e8e-0a75d5f17005,,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,remarks,Nederlands,,,,,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4abb0027-c1a8-5955-9e8e-0a75d5f17005,tg:mpmre:276_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,open
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:36_#1,https://data.museumplantinmoretus.be/ark:/11975/4aebc32c-5961-5597-92ff-ff36dedf4e54,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_Archives,1,,,,,,isad:mpm:245,"dlod={""name"":""Arbeidsreglementen van de drukkerij"",""ark"":""ark:/11975/x0/31820dc6-da01-5d94-acc8-0c80648912e4"",""uri"":""/repositories/10/archival_objects/26216"",""id"":""isad:mpm:245"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Drukkerij"",""Werklieden""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Arbeidsreglementen van de drukkerij"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/31820dc6-da01-5d94-acc8-0c80648912e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,"54,5 x 44,0",,,,,,,,,,,,"54,5 x 44,0 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,545,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,440,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,,,,,,,,,,,,,transcriptions (documents),,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:36_#1,R 63.8 IV,isad:mpm:245,15 H 2 I,4aebc32c-5961-5597-92ff-ff36dedf4e54,9,,,,,,,,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notarial documents,,,,,,,,,
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,open
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:282_#1,https://data.museumplantinmoretus.be/ark:/11975/4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Archives,1,,,,,,isad:mpm:203,"dlod={""name"":""Carnets de Francfort"",""ark"":""ark:/11975/x0/f26f4083-fa22-5e54-bd78-34a72319f4ba"",""uri"":""/repositories/10/archival_objects/21722"",""id"":""isad:mpm:203"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Financiële stukken geordend naar onderwerp"",""Frankfurter Buchmesse"",""Verkoop van boeken op de Buchmesse""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Carnets de Francfort"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/f26f4083-fa22-5e54-bd78-34a72319f4ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,"17,3 x 11,7",,,,,,,,,,,,"17,3 x 11,7 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,173,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,117,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,17,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,22,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:282_#1,Arch. 956,isad:mpm:203,10 R 8 D,4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,remarks,Nederlands,,,,,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4aedc6e7-1db6-5bd2-9b6e-f0623f9d7c88,tg:mpmre:282_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,open
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:119_#1,https://data.museumplantinmoretus.be/ark:/11975/4b129b24-7ed7-58cf-85d3-248bfdb50dc9,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Archives,1,,,,,,isad:mpm:202,"dlod={""name"":""Cahiers de Francfort"",""ark"":""ark:/11975/x0/9e98dde0-7e4e-5c97-9985-25659a064fc3"",""uri"":""/repositories/10/archival_objects/21615"",""id"":""isad:mpm:202"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Financiële stukken geordend naar onderwerp"",""Frankfurter Buchmesse"",""Verkoop van boeken op de Buchmesse""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Cahiers de Francfort"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/9e98dde0-7e4e-5c97-9985-25659a064fc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,"19,7 x 15,5",,,,,,,,,,,,"19,7 x 15,5 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,197,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,155,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,93,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,108,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:119_#1,Arch. 1045,isad:mpm:202,10 R 8 B,4b129b24-7ed7-58cf-85d3-248bfdb50dc9,,,,,,,,,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,
4b129b24-7ed7-58cf-85d3-248bfdb50dc9,tg:mpmre:119_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,open
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:539_#1,https://data.museumplantinmoretus.be/ark:/11975/4b578623-b082-566a-bfb8-82785d08641e,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Archives,1,,,,,,isad:mpm:364,"dlod={""name"":""Brievenboeken en kopieboeken"",""ark"":""ark:/11975/x0/ec784998-24b8-53fc-9926-d46343056ff0"",""uri"":""/repositories/10/archival_objects/38949"",""id"":""isad:mpm:364"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Briefwisseling"",""Concepten en afschriften van uitgaande brieven""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Brievenboeken en kopieboeken"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/ec784998-24b8-53fc-9926-d46343056ff0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,35 x 22,,,,,,,,,,,,"35 x 22 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,350,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,220,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,,,,,,,,,,,,,transcriptions (documents),,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,240,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,244,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:539_#1,Arch. 146,isad:mpm:364,10 Q 3 C,4b578623-b082-566a-bfb8-82785d08641e,,,,,,,,,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,rebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letter books,,,,,,,,,
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,open
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:199_#1,https://data.museumplantinmoretus.be/ark:/11975/4b57e722-908c-5a8f-bfa7-c60839e23499,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Archives,1,,,,,,isad:mpm:203,"dlod={""name"":""Carnets de Francfort"",""ark"":""ark:/11975/x0/f26f4083-fa22-5e54-bd78-34a72319f4ba"",""uri"":""/repositories/10/archival_objects/21722"",""id"":""isad:mpm:203"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Financiële stukken geordend naar onderwerp"",""Frankfurter Buchmesse"",""Verkoop van boeken op de Buchmesse""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Carnets de Francfort"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/f26f4083-fa22-5e54-bd78-34a72319f4ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,"17,6 x 11,5",,,,,,,,,,,,"17,6 x 11,5 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,176,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,115,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,8,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,8,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:199_#1,Arch. 878,isad:mpm:203,10 R 8 D,4b57e722-908c-5a8f-bfa7-c60839e23499,,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,remarks,Nederlands,,,,,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
4b57e722-908c-5a8f-bfa7-c60839e23499,tg:mpmre:199_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,open
4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,tg:mpmre:65_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:65_#1,https://data.museumplantinmoretus.be/ark:/11975/4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,,
4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,tg:mpmre:65_#1,e22_Archives,1,,,,,,isad:mpm:242,"dlod={""name"":""Boeken, papier, en banden"",""ark"":""ark:/11975/x0/cfba7925-7505-5419-af84-75917d7a9c93"",""uri"":""/repositories/10/archival_objects/25895"",""id"":""isad:mpm:242"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Drukkerij"",""Inventarissen""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Boeken, papier, en banden"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/cfba7925-7505-5419-af84-75917d7a9c93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,tg:mpmre:65_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,34 x 8,,,,,,,,,,,,"34 x 8 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,tg:mpmre:65_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,340,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,tg:mpmre:65_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,80,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc26e9d-4abb-5dcf-8bfc-1a0401ebe61b,tg:mpmre:65_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,6,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
