ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type,Product stadium,Keeper,Object Number,Object Identifier,source_date,Restriction Type
2c8d50d5-39e9-59d4-8651-da7364e23e7a,tg:mpmbr:399_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2c8d50d5-39e9-59d4-8651-da7364e23e7a,tg:mpmbr:399_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
2ccac3cd-30d9-5f7d-8a3a-45c5d1a40d86,tg:mpmbr:1089_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1089_#1,https://data.museumplantinmoretus.be/ark:/11975/2ccac3cd-30d9-5f7d-8a3a-45c5d1a40d86,,
2ccac3cd-30d9-5f7d-8a3a-45c5d1a40d86,tg:mpmbr:1089_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2ccac3cd-30d9-5f7d-8a3a-45c5d1a40d86,tg:mpmbr:1089_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
2cd09d1e-e97e-5653-bbae-b66eac68d109,tg:mpmbr:391_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:391_#1,https://data.museumplantinmoretus.be/ark:/11975/2cd09d1e-e97e-5653-bbae-b66eac68d109,,
2cd09d1e-e97e-5653-bbae-b66eac68d109,tg:mpmbr:391_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2cd09d1e-e97e-5653-bbae-b66eac68d109,tg:mpmbr:391_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
2ce9ebc7-6b40-5190-96d7-9a23b2e2b944,tg:mpmbr:1261_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1261_#1,https://data.museumplantinmoretus.be/ark:/11975/2ce9ebc7-6b40-5190-96d7-9a23b2e2b944,,
2ce9ebc7-6b40-5190-96d7-9a23b2e2b944,tg:mpmbr:1261_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2ce9ebc7-6b40-5190-96d7-9a23b2e2b944,tg:mpmbr:1261_#1,e22_UsageRestrictions,,id/date,,,,,,,1811,open
2cea45cb-3742-5da8-8fa2-9b90cde354cc,tg:mpmbr:653_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:653_#1,https://data.museumplantinmoretus.be/ark:/11975/2cea45cb-3742-5da8-8fa2-9b90cde354cc,,
2cea45cb-3742-5da8-8fa2-9b90cde354cc,tg:mpmbr:653_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2cea45cb-3742-5da8-8fa2-9b90cde354cc,tg:mpmbr:653_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
2cf53828-beb7-587b-bf7e-680d3ae3fa23,tg:mpmbr:946_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:946_#1,https://data.museumplantinmoretus.be/ark:/11975/2cf53828-beb7-587b-bf7e-680d3ae3fa23,,
2cf53828-beb7-587b-bf7e-680d3ae3fa23,tg:mpmbr:946_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2cf53828-beb7-587b-bf7e-680d3ae3fa23,tg:mpmbr:946_#1,e22_UsageRestrictions,,id/date,,,,,,,1675,open
2d08cf46-77f0-5aac-a618-c082c843f2bd,tg:mpmbr:1249_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1249_#1,https://data.museumplantinmoretus.be/ark:/11975/2d08cf46-77f0-5aac-a618-c082c843f2bd,,
2d08cf46-77f0-5aac-a618-c082c843f2bd,tg:mpmbr:1249_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2d08cf46-77f0-5aac-a618-c082c843f2bd,tg:mpmbr:1249_#1,e22_UsageRestrictions,,id/date,,,,,,,1695,open
2d113741-b552-5168-803c-68540077fb11,tg:mpmbr:979_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:979_#1,https://data.museumplantinmoretus.be/ark:/11975/2d113741-b552-5168-803c-68540077fb11,,
2d113741-b552-5168-803c-68540077fb11,tg:mpmbr:979_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2d113741-b552-5168-803c-68540077fb11,tg:mpmbr:979_#1,e22_UsageRestrictions,,id/date,,,,,,,1672,open
2d2914b2-5811-569a-9111-cfef5c43d20c,tg:mpmbr:518_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:518_#1,https://data.museumplantinmoretus.be/ark:/11975/2d2914b2-5811-569a-9111-cfef5c43d20c,,
2d2914b2-5811-569a-9111-cfef5c43d20c,tg:mpmbr:518_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2d2914b2-5811-569a-9111-cfef5c43d20c,tg:mpmbr:518_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
2d39d151-c054-55c2-b5d1-b790fc50b1b2,tg:mpmbr:820_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:820_#1,https://data.museumplantinmoretus.be/ark:/11975/2d39d151-c054-55c2-b5d1-b790fc50b1b2,,
2d39d151-c054-55c2-b5d1-b790fc50b1b2,tg:mpmbr:820_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2d39d151-c054-55c2-b5d1-b790fc50b1b2,tg:mpmbr:820_#1,e22_UsageRestrictions,,id/date,,,,,,,1597,open
2d6915ab-af2a-51aa-903f-9c8abbfb16b7,tg:mpmbr:751_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:751_#1,https://data.museumplantinmoretus.be/ark:/11975/2d6915ab-af2a-51aa-903f-9c8abbfb16b7,,
2d6915ab-af2a-51aa-903f-9c8abbfb16b7,tg:mpmbr:751_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2d6915ab-af2a-51aa-903f-9c8abbfb16b7,tg:mpmbr:751_#1,e22_UsageRestrictions,,id/date,,,,,,,1599,open
2dce6fdd-78e1-589a-b4ec-1d295e0b1a28,tg:mpmbr:887_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:887_#1,https://data.museumplantinmoretus.be/ark:/11975/2dce6fdd-78e1-589a-b4ec-1d295e0b1a28,,
2dce6fdd-78e1-589a-b4ec-1d295e0b1a28,tg:mpmbr:887_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2dce6fdd-78e1-589a-b4ec-1d295e0b1a28,tg:mpmbr:887_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
2dcfb70e-0d4d-5337-869f-07a310383cbf,tg:mpmbr:410_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:410_#1,https://data.museumplantinmoretus.be/ark:/11975/2dcfb70e-0d4d-5337-869f-07a310383cbf,,
2dcfb70e-0d4d-5337-869f-07a310383cbf,tg:mpmbr:410_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2dcfb70e-0d4d-5337-869f-07a310383cbf,tg:mpmbr:410_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
2e4ecd60-1fcf-511d-a6b3-bc031ecf05b7,tg:mpmbr:674_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:674_#1,https://data.museumplantinmoretus.be/ark:/11975/2e4ecd60-1fcf-511d-a6b3-bc031ecf05b7,,
2e4ecd60-1fcf-511d-a6b3-bc031ecf05b7,tg:mpmbr:674_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2e4ecd60-1fcf-511d-a6b3-bc031ecf05b7,tg:mpmbr:674_#1,e22_UsageRestrictions,,id/date,,,,,,,1610,open
2eabf118-97d1-560a-9606-b61f69aeb835,tg:mpmbr:827_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:827_#1,https://data.museumplantinmoretus.be/ark:/11975/2eabf118-97d1-560a-9606-b61f69aeb835,,
2eabf118-97d1-560a-9606-b61f69aeb835,tg:mpmbr:827_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2eabf118-97d1-560a-9606-b61f69aeb835,tg:mpmbr:827_#1,e22_UsageRestrictions,,id/date,,,,,,,1677,open
2ebd52e8-b66f-58a4-95ca-604224f3f832,tg:mpmbr:772_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:772_#1,https://data.museumplantinmoretus.be/ark:/11975/2ebd52e8-b66f-58a4-95ca-604224f3f832,,
2ebd52e8-b66f-58a4-95ca-604224f3f832,tg:mpmbr:772_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2ebd52e8-b66f-58a4-95ca-604224f3f832,tg:mpmbr:772_#1,e22_UsageRestrictions,,id/date,,,,,,,1573,open
2ec38e2e-3e97-5929-9ac9-e6305ac623aa,tg:mpmbr:672_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:672_#1,https://data.museumplantinmoretus.be/ark:/11975/2ec38e2e-3e97-5929-9ac9-e6305ac623aa,,
2ec38e2e-3e97-5929-9ac9-e6305ac623aa,tg:mpmbr:672_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2ec38e2e-3e97-5929-9ac9-e6305ac623aa,tg:mpmbr:672_#1,e22_UsageRestrictions,,id/date,,,,,,,1593,open
2eed8625-08e7-5480-a83a-126601adef9d,tg:mpmbr:536_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:536_#1,https://data.museumplantinmoretus.be/ark:/11975/2eed8625-08e7-5480-a83a-126601adef9d,,
2eed8625-08e7-5480-a83a-126601adef9d,tg:mpmbr:536_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2eed8625-08e7-5480-a83a-126601adef9d,tg:mpmbr:536_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
2f5bef91-7a2f-5b6a-9cd3-a24806543672,tg:mpmbr:736_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:736_#1,https://data.museumplantinmoretus.be/ark:/11975/2f5bef91-7a2f-5b6a-9cd3-a24806543672,,
2f5bef91-7a2f-5b6a-9cd3-a24806543672,tg:mpmbr:736_#1,e22_ProductStadiums,1,kenmerken.mpmorighs,con,,drafts (documents),,,,,
2f5bef91-7a2f-5b6a-9cd3-a24806543672,tg:mpmbr:736_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2f5bef91-7a2f-5b6a-9cd3-a24806543672,tg:mpmbr:736_#1,e22_UsageRestrictions,,id/date,,,,,,,1574,open
2fc399ca-7cb5-551e-9f3b-ba9693e1a7b4,tg:mpmbr:1080_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1080_#1,https://data.museumplantinmoretus.be/ark:/11975/2fc399ca-7cb5-551e-9f3b-ba9693e1a7b4,,
2fc399ca-7cb5-551e-9f3b-ba9693e1a7b4,tg:mpmbr:1080_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2fc399ca-7cb5-551e-9f3b-ba9693e1a7b4,tg:mpmbr:1080_#1,e22_UsageRestrictions,,id/date,,,,,,,1637,open
2fd8f50b-fe9d-5b1c-b4d4-13fc4fb38141,tg:mpmbr:935_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:935_#1,https://data.museumplantinmoretus.be/ark:/11975/2fd8f50b-fe9d-5b1c-b4d4-13fc4fb38141,,
2fd8f50b-fe9d-5b1c-b4d4-13fc4fb38141,tg:mpmbr:935_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2fd8f50b-fe9d-5b1c-b4d4-13fc4fb38141,tg:mpmbr:935_#1,e22_UsageRestrictions,,id/date,,,,,,,1671,open
2fde652c-91ea-5478-a30e-0a653dd13629,tg:mpmbr:1191_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1191_#1,https://data.museumplantinmoretus.be/ark:/11975/2fde652c-91ea-5478-a30e-0a653dd13629,,
2fde652c-91ea-5478-a30e-0a653dd13629,tg:mpmbr:1191_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2fde652c-91ea-5478-a30e-0a653dd13629,tg:mpmbr:1191_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
2ff300d9-9cb1-5f25-aa37-4c5f0f46ffbb,tg:mpmbr:613_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:613_#1,https://data.museumplantinmoretus.be/ark:/11975/2ff300d9-9cb1-5f25-aa37-4c5f0f46ffbb,,
2ff300d9-9cb1-5f25-aa37-4c5f0f46ffbb,tg:mpmbr:613_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
2ff300d9-9cb1-5f25-aa37-4c5f0f46ffbb,tg:mpmbr:613_#1,e22_UsageRestrictions,,id/date,,,,,,,1703,open
301c9046-b359-560d-a693-d7471b1db388,tg:mpmbr:136_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:136_#1,https://data.museumplantinmoretus.be/ark:/11975/301c9046-b359-560d-a693-d7471b1db388,,
301c9046-b359-560d-a693-d7471b1db388,tg:mpmbr:136_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
301c9046-b359-560d-a693-d7471b1db388,tg:mpmbr:136_#1,e22_UsageRestrictions,,id/date,,,,,,,1571,open
303b5c2c-9e12-5324-af42-288933f7b7b2,tg:mpmbr:1196_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1196_#1,https://data.museumplantinmoretus.be/ark:/11975/303b5c2c-9e12-5324-af42-288933f7b7b2,,
303b5c2c-9e12-5324-af42-288933f7b7b2,tg:mpmbr:1196_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
303b5c2c-9e12-5324-af42-288933f7b7b2,tg:mpmbr:1196_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
30727c2c-65cd-5385-8ed3-d876db62e71d,tg:mpmbr:101_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:101_#1,https://data.museumplantinmoretus.be/ark:/11975/30727c2c-65cd-5385-8ed3-d876db62e71d,,
30727c2c-65cd-5385-8ed3-d876db62e71d,tg:mpmbr:101_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
30727c2c-65cd-5385-8ed3-d876db62e71d,tg:mpmbr:101_#1,e22_UsageRestrictions,,id/date,,,,,,,1708,open
30d39125-a339-5061-8f7f-d2ec3797f8cf,tg:mpmbr:1071_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1071_#1,https://data.museumplantinmoretus.be/ark:/11975/30d39125-a339-5061-8f7f-d2ec3797f8cf,,
30d39125-a339-5061-8f7f-d2ec3797f8cf,tg:mpmbr:1071_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
30d39125-a339-5061-8f7f-d2ec3797f8cf,tg:mpmbr:1071_#1,e22_UsageRestrictions,,id/date,,,,,,,1676,open
31644988-e624-5e3f-b808-d6d4989a07ec,tg:mpmbr:689_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:689_#1,https://data.museumplantinmoretus.be/ark:/11975/31644988-e624-5e3f-b808-d6d4989a07ec,,
31644988-e624-5e3f-b808-d6d4989a07ec,tg:mpmbr:689_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
31644988-e624-5e3f-b808-d6d4989a07ec,tg:mpmbr:689_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
316ebf77-b78d-5488-8b0b-322ee7f62eef,tg:mpmbr:909_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:909_#1,https://data.museumplantinmoretus.be/ark:/11975/316ebf77-b78d-5488-8b0b-322ee7f62eef,,
316ebf77-b78d-5488-8b0b-322ee7f62eef,tg:mpmbr:909_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
316ebf77-b78d-5488-8b0b-322ee7f62eef,tg:mpmbr:909_#1,e22_UsageRestrictions,,id/date,,,,,,,1571,open
3178c091-2894-58d2-aacd-6c2738dda3b2,tg:mpmbr:1105_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1105_#1,https://data.museumplantinmoretus.be/ark:/11975/3178c091-2894-58d2-aacd-6c2738dda3b2,,
3178c091-2894-58d2-aacd-6c2738dda3b2,tg:mpmbr:1105_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
3178c091-2894-58d2-aacd-6c2738dda3b2,tg:mpmbr:1105_#1,e22_UsageRestrictions,,id/date,,,,,,,1676,open
323cef02-e2f9-5797-a3a7-f1d225dcef80,tg:mpmbr:342_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:342_#1,https://data.museumplantinmoretus.be/ark:/11975/323cef02-e2f9-5797-a3a7-f1d225dcef80,,
323cef02-e2f9-5797-a3a7-f1d225dcef80,tg:mpmbr:342_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
323cef02-e2f9-5797-a3a7-f1d225dcef80,tg:mpmbr:342_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
326d96d5-a42c-5aaf-9b31-37596f4e77c6,tg:mpmbr:1081_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1081_#1,https://data.museumplantinmoretus.be/ark:/11975/326d96d5-a42c-5aaf-9b31-37596f4e77c6,,
326d96d5-a42c-5aaf-9b31-37596f4e77c6,tg:mpmbr:1081_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
326d96d5-a42c-5aaf-9b31-37596f4e77c6,tg:mpmbr:1081_#1,e22_UsageRestrictions,,id/date,,,,,,,1637,open
32a06c02-6f89-522a-a177-54e4b77ed876,tg:mpmbr:66_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:66_#1,https://data.museumplantinmoretus.be/ark:/11975/32a06c02-6f89-522a-a177-54e4b77ed876,,
32a06c02-6f89-522a-a177-54e4b77ed876,tg:mpmbr:66_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
32a06c02-6f89-522a-a177-54e4b77ed876,tg:mpmbr:66_#1,e22_UsageRestrictions,,id/date,,,,,,,1641,open
32bc5272-3e0c-5daa-96e2-6c4470ce5da8,tg:mpmbr:779_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:779_#1,https://data.museumplantinmoretus.be/ark:/11975/32bc5272-3e0c-5daa-96e2-6c4470ce5da8,,
32bc5272-3e0c-5daa-96e2-6c4470ce5da8,tg:mpmbr:779_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
32bc5272-3e0c-5daa-96e2-6c4470ce5da8,tg:mpmbr:779_#1,e22_UsageRestrictions,,id/date,,,,,,,1579,open
32be62bc-2932-5ade-8227-d44d150c2a9d,tg:mpmbr:296_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:296_#1,https://data.museumplantinmoretus.be/ark:/11975/32be62bc-2932-5ade-8227-d44d150c2a9d,,
32be62bc-2932-5ade-8227-d44d150c2a9d,tg:mpmbr:296_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
32be62bc-2932-5ade-8227-d44d150c2a9d,tg:mpmbr:296_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
32c0e683-6bf4-54ed-9d9e-124c9c16ddb1,tg:mpmbr:999_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:999_#1,https://data.museumplantinmoretus.be/ark:/11975/32c0e683-6bf4-54ed-9d9e-124c9c16ddb1,,
32c0e683-6bf4-54ed-9d9e-124c9c16ddb1,tg:mpmbr:999_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
32c0e683-6bf4-54ed-9d9e-124c9c16ddb1,tg:mpmbr:999_#1,e22_UsageRestrictions,,id/date,,,,,,,1673,open
32f63d2d-6408-5cde-b550-0db9af5f2e57,tg:mpmbr:1018_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1018_#1,https://data.museumplantinmoretus.be/ark:/11975/32f63d2d-6408-5cde-b550-0db9af5f2e57,,
32f63d2d-6408-5cde-b550-0db9af5f2e57,tg:mpmbr:1018_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
32f63d2d-6408-5cde-b550-0db9af5f2e57,tg:mpmbr:1018_#1,e22_UsageRestrictions,,id/date,,,,,,,1674,open
33815a30-f063-54fa-a96b-6cf311593d9e,tg:mpmbr:634_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:634_#1,https://data.museumplantinmoretus.be/ark:/11975/33815a30-f063-54fa-a96b-6cf311593d9e,,
33815a30-f063-54fa-a96b-6cf311593d9e,tg:mpmbr:634_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
33815a30-f063-54fa-a96b-6cf311593d9e,tg:mpmbr:634_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
33b0de99-a435-572a-ab14-e5c01bef62f6,tg:mpmbr:303_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:303_#1,https://data.museumplantinmoretus.be/ark:/11975/33b0de99-a435-572a-ab14-e5c01bef62f6,,
33b0de99-a435-572a-ab14-e5c01bef62f6,tg:mpmbr:303_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
33b0de99-a435-572a-ab14-e5c01bef62f6,tg:mpmbr:303_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
33b4fe37-97aa-51b5-b26d-d3cf557b9171,tg:mpmbr:943_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:943_#1,https://data.museumplantinmoretus.be/ark:/11975/33b4fe37-97aa-51b5-b26d-d3cf557b9171,,
33b4fe37-97aa-51b5-b26d-d3cf557b9171,tg:mpmbr:943_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
33b4fe37-97aa-51b5-b26d-d3cf557b9171,tg:mpmbr:943_#1,e22_UsageRestrictions,,id/date,,,,,,,1675,open
33cbc70f-cba7-5620-a3df-a47ff81aa005,tg:mpmbr:1148_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1148_#1,https://data.museumplantinmoretus.be/ark:/11975/33cbc70f-cba7-5620-a3df-a47ff81aa005,,
33cbc70f-cba7-5620-a3df-a47ff81aa005,tg:mpmbr:1148_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
33cbc70f-cba7-5620-a3df-a47ff81aa005,tg:mpmbr:1148_#1,e22_UsageRestrictions,,id/date,,,,,,,1677,open
33ee1580-cec8-5cf1-a40d-790f3c23071e,tg:mpmbr:644_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:644_#1,https://data.museumplantinmoretus.be/ark:/11975/33ee1580-cec8-5cf1-a40d-790f3c23071e,,
33ee1580-cec8-5cf1-a40d-790f3c23071e,tg:mpmbr:644_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
33ee1580-cec8-5cf1-a40d-790f3c23071e,tg:mpmbr:644_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
34027a21-dab4-5a17-b186-4034a690f721,tg:mpmbr:167_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:167_#1,https://data.museumplantinmoretus.be/ark:/11975/34027a21-dab4-5a17-b186-4034a690f721,,
34027a21-dab4-5a17-b186-4034a690f721,tg:mpmbr:167_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
34027a21-dab4-5a17-b186-4034a690f721,tg:mpmbr:167_#1,e22_UsageRestrictions,,id/date,,,,,,,1600,open
3431e92e-139a-534f-9e88-ca3ad92a82d2,tg:mpmbr:770_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:770_#1,https://data.museumplantinmoretus.be/ark:/11975/3431e92e-139a-534f-9e88-ca3ad92a82d2,,
3431e92e-139a-534f-9e88-ca3ad92a82d2,tg:mpmbr:770_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
3431e92e-139a-534f-9e88-ca3ad92a82d2,tg:mpmbr:770_#1,e22_UsageRestrictions,,id/date,,,,,,,1571,open
349864e6-4867-5e0d-9213-6849fe1e430e,tg:mpmbr:75_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:75_#1,https://data.museumplantinmoretus.be/ark:/11975/349864e6-4867-5e0d-9213-6849fe1e430e,,
349864e6-4867-5e0d-9213-6849fe1e430e,tg:mpmbr:75_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
349864e6-4867-5e0d-9213-6849fe1e430e,tg:mpmbr:75_#1,e22_UsageRestrictions,,id/date,,,,,,,1599,open
34ac0481-3b40-5271-97fe-8cdaf610fd83,tg:mpmbr:1143_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1143_#1,https://data.museumplantinmoretus.be/ark:/11975/34ac0481-3b40-5271-97fe-8cdaf610fd83,,
34ac0481-3b40-5271-97fe-8cdaf610fd83,tg:mpmbr:1143_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
34ac0481-3b40-5271-97fe-8cdaf610fd83,tg:mpmbr:1143_#1,e22_UsageRestrictions,,id/date,,,,,,,1677,open
34c57e89-b962-5905-afc1-1c231204a159,tg:mpmbr:339_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:339_#1,https://data.museumplantinmoretus.be/ark:/11975/34c57e89-b962-5905-afc1-1c231204a159,,
34c57e89-b962-5905-afc1-1c231204a159,tg:mpmbr:339_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
34c57e89-b962-5905-afc1-1c231204a159,tg:mpmbr:339_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
35226a91-fe62-55b1-aa6c-6dd2c0a75b50,tg:mpmbr:540_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:540_#1,https://data.museumplantinmoretus.be/ark:/11975/35226a91-fe62-55b1-aa6c-6dd2c0a75b50,,
35226a91-fe62-55b1-aa6c-6dd2c0a75b50,tg:mpmbr:540_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
35226a91-fe62-55b1-aa6c-6dd2c0a75b50,tg:mpmbr:540_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
35574327-f1b3-514c-a3ad-b54a3cd283fc,tg:mpmbr:462_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:462_#1,https://data.museumplantinmoretus.be/ark:/11975/35574327-f1b3-514c-a3ad-b54a3cd283fc,,
35574327-f1b3-514c-a3ad-b54a3cd283fc,tg:mpmbr:462_#1,e22_ProductStadiums,1,kenmerken.mpmorighs,con,,drafts (documents),,,,,
35574327-f1b3-514c-a3ad-b54a3cd283fc,tg:mpmbr:462_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
35574327-f1b3-514c-a3ad-b54a3cd283fc,tg:mpmbr:462_#1,e22_UsageRestrictions,,id/date,,,,,,,1795,open
