ResourceID,brocade.id,card,order,source_field,source_code,Annotation (nl),Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget (nl),Connected Subject Identifier,Connected Subject Type,Creation Time Span Source Note (nl),Description (nl),Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value (nl),Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number (nl),Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
51281494-6603-541b-8cee-2d79403ca8fa,tg:mpmbr:905,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16220910,,,,,,,,,,,,,,,,,,,,,,,,,
51281494-6603-541b-8cee-2d79403ca8fa,tg:mpmbr:905,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,
51281494-6603-541b-8cee-2d79403ca8fa,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000891,referentienummer,False,,,,,,,,,,,
51281494-6603-541b-8cee-2d79403ca8fa,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:905,brocade id,False,,,,,,,,,,,
51281494-6603-541b-8cee-2d79403ca8fa,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:905/N,brocade url,False,,,,,,,,,,,
51281494-6603-541b-8cee-2d79403ca8fa,tg:mpmbr:905,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e00d4311-c3e5-5b0a-a2e5-19e1b6def20e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e958296b-cfb6-4e6e-b5fd-4e1307f59a8a"", ""inverseOntologyProperty"": """"}]",,,,,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:959,https://data.museumplantinmoretus.be/ark:/11975/51347f9e-1e35-527d-b30a-c854fc60382c,Brieven,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8ea56a7d-136d-44be-b3b4-a06885268b13"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b5956c19-17a1-408f-8600-86de1fc35dee"", ""inverseOntologyProperty"": """"}]"
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1689,No Copyright - Public Domain Mark 1.0,
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,15741115,,,,,,,,,,,,,,,,,,,,,,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000944,referentienummer,False,,,,,,,,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:959,brocade id,False,,,,,,,,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:959/N,brocade url,False,,,,,,,,,,,
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ba728d88-5e86-5ab4-ace8-9ccf8825ba00"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46764e5c-0f44-45d2-b33c-46ddfb426f0d"", ""inverseOntologyProperty"": """"}]",,,,,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,tg:mpmbr:1213,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:1213,https://data.museumplantinmoretus.be/ark:/11975/516ceb68-7822-50dc-8146-26e8f90b5c86,Brieven,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b7c2fb9a-7e2d-42d4-826e-645e34279fb4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f172b8a5-a8d7-4634-8551-837b6d887154"", ""inverseOntologyProperty"": """"}]"
516ceb68-7822-50dc-8146-26e8f90b5c86,tg:mpmbr:1213,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,1793,No Copyright - Public Domain Mark 1.0,
516ceb68-7822-50dc-8146-26e8f90b5c86,tg:mpmbr:1213,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16781021,,,,,,,,,,,,,,,,,,,,,,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,tg:mpmbr:1213,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000001197,referentienummer,False,,,,,,,,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:1213,brocade id,False,,,,,,,,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:1213/N,brocade url,False,,,,,,,,,,,
516ceb68-7822-50dc-8146-26e8f90b5c86,tg:mpmbr:1213,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8ce30375-5c92-5fd5-aa85-5410b4941384"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5baf3b2b-6722-41eb-a971-94d97b930894"", ""inverseOntologyProperty"": """"}]",,,,,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,tg:mpmbr:358,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:358,https://data.museumplantinmoretus.be/ark:/11975/51965572-05da-59d0-98fe-0c711b03d7ef,Brieven,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1458cbe2-c22c-4995-8af6-b682123a4a3b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9f58f0d-2953-4072-9c54-e7275ae92bd6"", ""inverseOntologyProperty"": """"}]"
51965572-05da-59d0-98fe-0c711b03d7ef,tg:mpmbr:358,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,1753,No Copyright - Public Domain Mark 1.0,
51965572-05da-59d0-98fe-0c711b03d7ef,tg:mpmbr:358,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16380825,,,,,,,,,,,,,,,,,,,,,,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,tg:mpmbr:358,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000347,referentienummer,False,,,,,,,,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:358,brocade id,False,,,,,,,,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:358/N,brocade url,False,,,,,,,,,,,
51965572-05da-59d0-98fe-0c711b03d7ef,tg:mpmbr:358,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0eb741c3-7ec4-573c-a4f9-2599f836c376"", ""ontologyProperty"": """", ""resourceXresourceId"": ""749db04e-704e-4caa-8a8b-2304850f5c29"", ""inverseOntologyProperty"": """"}]",,,,,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,tg:mpmbr:402,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:402,https://data.museumplantinmoretus.be/ark:/11975/519f2ce9-7338-5f79-b96d-9808061f9812,Brieven,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""db4e8d29-319d-4d89-9259-28ac5ad2dc28"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a1c0158-5cd7-417e-bb19-57d4e0166aae"", ""inverseOntologyProperty"": """"}]"
519f2ce9-7338-5f79-b96d-9808061f9812,tg:mpmbr:402,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639,1754,No Copyright - Public Domain Mark 1.0,
519f2ce9-7338-5f79-b96d-9808061f9812,tg:mpmbr:402,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16390309,,,,,,,,,,,,,,,,,,,,,,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,tg:mpmbr:402,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000391,referentienummer,False,,,,,,,,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:402,brocade id,False,,,,,,,,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:402/N,brocade url,False,,,,,,,,,,,
519f2ce9-7338-5f79-b96d-9808061f9812,tg:mpmbr:402,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""97ca98ee-fc6d-5a16-a210-99035e0dab34"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8c9a1495-c439-4fdb-8c5f-66355c11f440"", ""inverseOntologyProperty"": """"}]",,,,,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,tg:mpmbr:468,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:468,https://data.museumplantinmoretus.be/ark:/11975/51dec25f-ed30-589c-84c0-e7ec25ceebae,Brieven,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8a6ed17e-8a1a-4092-87e9-447466848401"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8637678b-0380-42a7-9d6d-a16147492700"", ""inverseOntologyProperty"": """"}]"
51dec25f-ed30-589c-84c0-e7ec25ceebae,tg:mpmbr:468,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639,1754,No Copyright - Public Domain Mark 1.0,
51dec25f-ed30-589c-84c0-e7ec25ceebae,tg:mpmbr:468,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16390522,,,,,,,,,,,,,,,,,,,,,,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,tg:mpmbr:468,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000457,referentienummer,False,,,,,,,,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:468,brocade id,False,,,,,,,,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:468/N,brocade url,False,,,,,,,,,,,
51dec25f-ed30-589c-84c0-e7ec25ceebae,tg:mpmbr:468,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""83d29ea7-cf31-585a-980a-d728997e2d52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96617157-efcb-40ae-8d31-ea9aad75ae37"", ""inverseOntologyProperty"": """"}]",,,,,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,tg:mpmbr:191,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:191,https://data.museumplantinmoretus.be/ark:/11975/51e77a4a-6fbc-5f9e-bad6-e872743bb199,Brieven,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6216e675-214e-4af1-b6db-018d229249a3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fad31e5b-028a-46a0-998f-e7baee6ea3b1"", ""inverseOntologyProperty"": """"}]"
51e77a4a-6fbc-5f9e-bad6-e872743bb199,tg:mpmbr:191,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,1793,No Copyright - Public Domain Mark 1.0,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,tg:mpmbr:191,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16781120,,,,,,,,,,,,,,,,,,,,,,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,tg:mpmbr:191,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000182,referentienummer,False,,,,,,,,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:191,brocade id,False,,,,,,,,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:191/N,brocade url,False,,,,,,,,,,,
51e77a4a-6fbc-5f9e-bad6-e872743bb199,tg:mpmbr:191,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""dddd2e21-9cd6-5ddb-b373-0f632dc1513e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9a16dd1-34e2-46b6-8000-30750607d821"", ""inverseOntologyProperty"": """"}]",,,,,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,tg:mpmbr:766,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:766,https://data.museumplantinmoretus.be/ark:/11975/51f485a9-2e80-5a5d-b44e-574b89c4ff1f,Brieven,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f4525470-3f99-4a1c-b73f-02bdb6020210"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ca9c7082-b26f-4270-9ba5-007d2ba12aa2"", ""inverseOntologyProperty"": """"}]"
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,tg:mpmbr:766,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1689,No Copyright - Public Domain Mark 1.0,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,tg:mpmbr:766,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,15740804,,,,,,,,,,,,,,,,,,,,,,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,tg:mpmbr:766,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000752,referentienummer,False,,,,,,,,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:766,brocade id,False,,,,,,,,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:766/N,brocade url,False,,,,,,,,,,,
51f485a9-2e80-5a5d-b44e-574b89c4ff1f,tg:mpmbr:766,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fec46bbe-aef6-5742-836f-ce910bbf7160"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f3c08ba-85dd-4e59-8cca-ac3aa05d4e6a"", ""inverseOntologyProperty"": """"}]",,,,,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,tg:mpmbr:664,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:664,https://data.museumplantinmoretus.be/ark:/11975/51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,Brieven,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""708919f7-2e03-4e74-b757-5842688bd91b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3043f4e4-c8c9-42e5-86fe-d4952921e22a"", ""inverseOntologyProperty"": """"}]"
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,tg:mpmbr:664,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,1753,No Copyright - Public Domain Mark 1.0,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,tg:mpmbr:664,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16381227,,,,,,,,,,,,,,,,,,,,,,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,tg:mpmbr:664,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000649,referentienummer,False,,,,,,,,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:664,brocade id,False,,,,,,,,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:664/N,brocade url,False,,,,,,,,,,,
51fe56c8-52b8-5c5b-b8fb-23d56cc3b8d7,tg:mpmbr:664,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f0ed2131-7891-51ec-827c-d7ce7f611285"", ""ontologyProperty"": """", ""resourceXresourceId"": ""473f2b12-df18-46b5-ae47-4e6cfa19e9bf"", ""inverseOntologyProperty"": """"}]",,,,,,,,
528a47f7-57f0-5016-868f-a432dab79635,tg:mpmbr:70,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:70,https://data.museumplantinmoretus.be/ark:/11975/528a47f7-57f0-5016-868f-a432dab79635,Brieven,,,,
528a47f7-57f0-5016-868f-a432dab79635,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f0a1f08c-9625-4795-913f-cdecf5739fea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e68c235d-5d27-4cf9-8e6c-ef9b698292e6"", ""inverseOntologyProperty"": """"}]"
528a47f7-57f0-5016-868f-a432dab79635,tg:mpmbr:70,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1715,No Copyright - Public Domain Mark 1.0,
528a47f7-57f0-5016-868f-a432dab79635,tg:mpmbr:70,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16000721,,,,,,,,,,,,,,,,,,,,,,,,,
528a47f7-57f0-5016-868f-a432dab79635,tg:mpmbr:70,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
528a47f7-57f0-5016-868f-a432dab79635,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000061,referentienummer,False,,,,,,,,,,,
528a47f7-57f0-5016-868f-a432dab79635,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:70,brocade id,False,,,,,,,,,,,
528a47f7-57f0-5016-868f-a432dab79635,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:70/N,brocade url,False,,,,,,,,,,,
528a47f7-57f0-5016-868f-a432dab79635,tg:mpmbr:70,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3aafbd6f-ecf6-567d-b825-c832644ecb00"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ddb41cff-f71c-47b4-a51e-37298f3b0009"", ""inverseOntologyProperty"": """"}]",,,,,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,tg:mpmbr:1118,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:1118,https://data.museumplantinmoretus.be/ark:/11975/5298e8af-031d-5126-a395-2a2dad154bd3,Brieven,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4ba85afe-3f59-4dbe-832a-a0601c13c98f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c82de3b0-c8d8-4800-9a39-a27e3f9fb2be"", ""inverseOntologyProperty"": """"}]"
5298e8af-031d-5126-a395-2a2dad154bd3,tg:mpmbr:1118,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,1791,No Copyright - Public Domain Mark 1.0,
5298e8af-031d-5126-a395-2a2dad154bd3,tg:mpmbr:1118,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,16760716,,,,,,,,,,,,,,,,,,,,,,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,tg:mpmbr:1118,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000001102,referentienummer,False,,,,,,,,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:1118,brocade id,False,,,,,,,,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:1118/N,brocade url,False,,,,,,,,,,,
5298e8af-031d-5126-a395-2a2dad154bd3,tg:mpmbr:1118,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a241fd11-16dd-572b-8385-4c3bcc31fb52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""35e3d6d8-b519-434f-8bcd-a9e7a3484248"", ""inverseOntologyProperty"": """"}]",,,,,,,,
52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,tg:mpmbr:178,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:178,https://data.museumplantinmoretus.be/ark:/11975/52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,Brieven,,,,
52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""812435fe-df0b-4b88-bc21-7ca7e232a1d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e18261d9-5eeb-4313-bb71-aad3ff7ef47b"", ""inverseOntologyProperty"": """"}]"
52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,tg:mpmbr:178,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,1709,No Copyright - Public Domain Mark 1.0,
52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,tg:mpmbr:178,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,15940000,,,,,,,,,,,,,,,,,,,,,,,,,
