ResourceID,brocade.id,card,order,source_field,Description (nl),Description Type,Description Language
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Descriptions,,id.desc,"Academische zitting in het Museum Plantin-Moretus ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: conservator Herman F. Bouchery. Naast hem v.l.n.r.: Jan Denucé, schepen Adolf Molter en Emmanuel De Bom.",descriptive note,Nederlands
39449520-06f0-5e6b-99f2-6e8304614e49,tg:mpmph:105,e73_Descriptions,,id.desc,"*Épreuves des caractères de la fonderie de J.L. de Boubers* (Jean-Louis de Boubers, Brussel 1777)",descriptive note,Nederlands
722b81be-58eb-5ee1-afb2-fd90e1f689e0,tg:mpmph:95,e73_Descriptions,,id.desc,"*Proeve der drukkerye gebruikt by Jan Willem de Groot. Bestaande in een druk-pers …* (Jan Willem de Groot, Leiden 1749)",descriptive note,Nederlands
b4a763ce-8d74-5371-8c61-5f1e51af8da7,tg:mpmph:85,e73_Descriptions,,id.desc,"*Proeve van letteren, van eene compleete boek-drukkerye, van Hendrik van Teeckelenburgh* (Hendrik van Teeckelenburgh, 's-Gravenhage, 1796)",descriptive note,Nederlands
8aead454-2ce8-5c0b-87eb-221f9edfd0e7,tg:mpmph:60,e73_Descriptions,,id.desc,Vijftien microfilms met epigrafische vormgeving en inscripties uit Romeinse tijd,descriptive note,Nederlands
a2118727-ee17-59e5-8ca7-365fd6cb0e76,tg:mpmph:70,e73_Descriptions,,id.desc,Canon Estienne 1532,descriptive note,Nederlands
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Descriptions,,id.desc,"Opening van de tentoonstelling 'Max Rooses herdacht' in het Stedelijk Prentenkabinet. Aan het woord: Ary Delen. Naast hem v.l.n.r.: schepen Adolf Molter, schepen Jules Somers en een onbekende vrouw (Rosa Rooses?).",descriptive note,Nederlands
163fb131-447e-56b5-90ad-d131f8b511ed,tg:mpmph:104,e73_Descriptions,,id.desc,"*Épreuves des caractères de la fonderie de J.L. de Boubers* (Jean-Louis de Boubers, Brussel 1776)",descriptive note,Nederlands
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_Descriptions,,id.desc,"*Epreuve de caracteres, qui se gravent & fondent dans la nouvelle fonderie de Jacques François Rosart. Dediée a son altesse royale* (Jacques F. Rosart, Brussel 1761)",descriptive note,Nederlands
a62d28af-de06-5e81-bafa-e0ad618874e4,tg:mpmph:94,e73_Descriptions,,id.desc,"*Proeven van letteren die gevonden worden in de drukkerye van Willem Goeree de Jonge* (Willem Goeree de Jonge, Amsterdam 1730)
",descriptive note,Nederlands
dc54db9b-5e1a-5ec0-b0fa-e841ee18ddd4,tg:mpmph:79,e73_Descriptions,,id.desc,"PG = Parijs Gotiek uit de periode 1500-1520. Stukjes van diverse grootte, maar niet weten uit welke werken ze afkomstig zijn",descriptive note,Nederlands
f302ed82-628d-5aed-9fff-5b5988d4b907,tg:mpmph:69,e73_Descriptions,,id.desc,Guyot folio specimen,descriptive note,Nederlands
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,tg:mpmph:24,e73_Descriptions,,id.desc,"Op de microfilm staan meerdere fragmenten uit diverse werken:   
1) *La bible qui est toute la saincte escriture* (Barbier en Courteau, 1559)    
2) *Le nouveau testament* (Badius, 1554)    
3) *Le nouveau testament de notre seigneur …* (Rouen en Pauie, Parijs, 1580)    
4) *Epistre de Saint Paul* (Rouen en Pauie, Parijs, 1580) 
",descriptive note,Nederlands
9bed1aae-f750-5292-b08d-0a4568e0ffca,tg:mpmph:34,e73_Descriptions,,id.desc,"Op de microfilm staan meerdere fragmenten uit meerdere werken:     
1) *Le tombeau de Marguerite* (Paris, 1551, Fezandat, Granjon)     
2) *Le premier livre de sermont* (Paris, 1549, M. Fezandat)     
3) *Hecatongraphie* (Paris, 1543, Denis Janot)    
4) *Novuum testamentum* (Paris, 1549, J. Depuis)     
5) *Le premier livre de vers Marc Claude* (Paris, 1561, Fezandat) 
",descriptive note,Nederlands
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,e73_Descriptions,,id.desc,Geprinte versie van het archiefstuk over verkoop huis Le Bé (AV REPRO OD 25.1),descriptive note,Nederlands
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,e73_Descriptions,,id.desc,"Fragment van *Le nouveau testament de notre seigneur …* (Lyon, 1579, de Harsy)
",descriptive note,Nederlands
