ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1911-12-31,,,,,,,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1911,permission required,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:8_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43041bc9-a42e-59b2-9bca-dbabb16059b9,Doos A.IX,,obituaries,record identifiers,MMB.A.1196,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Acquisitions,1,geschonken door baron de Meester de Ravesteyn tijdens de Algemene Vergadering Raad van Regenten op 23/02/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,e22_Dimensions,,,,,,271 x 208 mm,271,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,e22_Dimensions,,,,,,271 x 208 mm,208,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/n2k6Pk6tsdeBmFPAXwXerTWw,https://dams.antwerpen.be/iiif/n2k6Pk6tsdeBmFPAXwXerTWw/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_ProductionActors,1,,,,,,,,,au::115208:1,"Mayer, Emil",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1879-11-16,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1879,open,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:120_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4390c3da-4d2f-5dd2-9011-cb27126b8ed7,Doos A.XII,,files (document groupings),record identifiers,MMB.A.1652,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Archives,1,,,MMB.A.I.B.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,e22_Dimensions,,,,,,125 x 75 mm,125,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,e22_Dimensions,,,,,,125 x 75 mm,75,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/T1QNpHMTbcOfePTrmdgk3uNL,https://dams.antwerpen.be/iiif/T1QNpHMTbcOfePTrmdgk3uNL/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,,permission required,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:72_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/453127f6-9b63-5d18-8c75-088d79912275,Doos A.XI,,financial records,record identifiers,MMB.A.1463,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,e22_Dimensions,,,,,,264 x 171 mm,264,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,e22_Dimensions,,,,,,264 x 171 mm,171,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/l1XTfMCcWZYSlWwiJr1rTXd4,https://dams.antwerpen.be/iiif/l1XTfMCcWZYSlWwiJr1rTXd4/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-10-07,1905-04-08,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:69_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/46e853d2-29f4-57b5-b107-bff761144d70,Doos A.XI,,financial records,record identifiers,MMB.A.1460,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,e22_Dimensions,,,,,,280 x 217 mm,280,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,e22_Dimensions,,,,,,280 x 217 mm,217,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/ZYUKDYtjVOiVCccZPpBGWCfs,https://dams.antwerpen.be/iiif/ZYUKDYtjVOiVCccZPpBGWCfs/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_ProductionActors,1,,,,,,,,,au::44350:1,Gebr. Dieltjens,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4745450"",""au::44350"",""au::44350:1"",""ark:/83110/x0/95706e82-4737-5a63-8989-1211aa160549"",""Gebr. Dieltjens""],""name"":""Gebr. Dieltjens"",""ark"":""ark:/83110/x0/95706e82-4737-5a63-8989-1211aa160549"",""uri"":""/agents/corporate_entities/4745450"",""id"":""au::44350:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-12-31,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:34_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/47fcbe5a-26ca-5418-9835-57335a86221f,Doos A.IX,,obituaries,record identifiers,MMB.A.1240,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,e22_Dimensions,,,,,,108 x 66 mm,108,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,e22_Dimensions,,,,,,108 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/U2TIJJQJKYYXVpiAW9VsuJRS,https://dams.antwerpen.be/iiif/U2TIJJQJKYYXVpiAW9VsuJRS/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1901-05-04,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1901,permission required,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:57_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4bc1f677-5dfb-5303-b2f5-cbffeb84c530,Doos A.X,,clippings (information artifacts),record identifiers,MMB.A.1342,remarks,Nederlands,uit de Gazet van Antwerpen
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,e22_Dimensions,,,,,,45 x 83 mm,45,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,e22_Dimensions,,,,,,45 x 83 mm,83,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/n1faQkoHWYPCKewWLvh4cfJp,https://dams.antwerpen.be/iiif/n1faQkoHWYPCKewWLvh4cfJp/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1906-07-30,1906-07-31,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1906,permission required,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:111_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,Doos A.XII,,files (document groupings),record identifiers,MMB.A.1615,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,e22_Dimensions,,,,,,116 x 74 mm,116,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,e22_Dimensions,,,,,,116 x 74 mm,74,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/s1W8FhHLVFDIfoaqmcHQRhs4,https://dams.antwerpen.be/iiif/s1W8FhHLVFDIfoaqmcHQRhs4/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,,permission required,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:31_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4dcc783d-aa40-5a6b-bb15-47e95e268bd8,Doos A.IX,,financial records,record identifiers,MMB.A.1237,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Archives,1,,,MMB.A.I.E.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,e22_Dimensions,,,,,,105 x 112 mm,105,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,e22_Dimensions,,,,,,105 x 112 mm,112,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/u1GEwhJWQ6ClzVVGi2yi7KkK,https://dams.antwerpen.be/iiif/u1GEwhJWQ6ClzVVGi2yi7KkK/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_ProductionActors,2,,,,,,,,,,"Taymann, Florent",signers,"Taymann, Florent (Gesigneerd door)",,,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1899-06-27,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1899,permission required,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:27_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4f4bbd32-3cde-5475-b224-db3677001acc,Doos A.IX,,obituaries,record identifiers,MMB.A.1215,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,e22_Dimensions,,,,,,104 x 69 mm,104,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,e22_Dimensions,,,,,,104 x 69 mm,69,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/t2YdSKHLWnpGRYJXjBD0jQpe,https://dams.antwerpen.be/iiif/t2YdSKHLWnpGRYJXjBD0jQpe/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_ProductionActors,1,,,,,,,,,au::115220:1,"Bergh, Constantin van den",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220367"",""au::115220"",""au::115220:1"",""ark:/83110/x0/6665b574-d27c-50a1-ae24-91cf90cb39b0"",""Constantin van den Bergh""],""name"":""Constantin van den Bergh"",""ark"":""ark:/83110/x0/6665b574-d27c-50a1-ae24-91cf90cb39b0"",""uri"":""/agents/people/12220367"",""id"":""au::115220:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1894-01-07,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1894,permission required,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:80_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/50ceec1d-936b-5223-a228-891c37295e52,Doos A.XI,,financial records,record identifiers,MMB.A.1473,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,,e22_Dimensions,,,,,,333 x 211 mm,333,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,,e22_Dimensions,,,,,,333 x 211 mm,211,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/wVpjlYPE7PaW4MUIIhRU42jy,https://dams.antwerpen.be/iiif/wVpjlYPE7PaW4MUIIhRU42jy/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_ProductionActors,1,,,,,,,,,,"Liebrechts, Eugène",authors,"Liebrechts, Eugène (Auteur)",,,,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_ProductionActors,2,,,,,,,,,au::27863:1,"Cols, Alphonse",authors,,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1907-12-31,1921-07-28,,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1907,permission required,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:6_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52519509-91f6-51ff-b3f7-41a02116d2e7,Doos A.IX,,files (document groupings),record identifiers,MMB.A.1194,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Acquisitions,1,geschonken door baron de Meester de Ravesteyn tijdens de Algemene Vergadering Raad van Regenten op 23/02/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,,e22_Dimensions,,,,,,203 x 162 mm,203,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,,e22_Dimensions,,,,,,203 x 162 mm,162,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/X1Wq97xKLiJVYQgcDT2xp7dh,https://dams.antwerpen.be/iiif/X1Wq97xKLiJVYQgcDT2xp7dh/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_ProductionActors,2,,,,,,,,,au::115208:1,"Mayer, Emil",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,,permission required,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:55_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52713c0b-06fb-5d6d-9ce3-1942d28562eb,Doos A.X,,financial records,record identifiers,MMB.A.1322,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Archives,1,,,MMB.A.I.D.1.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,,e22_Dimensions,,,,,,360 x 233 mm,360,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,,e22_Dimensions,,,,,,360 x 233 mm,233,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/h2cXOjODaXMYaVLKSweQqm66,https://dams.antwerpen.be/iiif/h2cXOjODaXMYaVLKSweQqm66/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1928-08-01,,,,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1928,permission required,,,,,,,,,,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:121_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52af441f-67ff-5e97-95ef-82b0dfa5dc68,Doos A.XII,,files (document groupings),record identifiers,MMB.A.1653,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,tg:mmbdc:121_#1,e22_Archives,1,,,MMB.A.I.B.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,,e22_Dimensions,,,,,,84 x 183 mm,84,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
