ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
239f6f57-5465-5c0a-a8f1-5e868780d35a,e73_MaterialRecords,tg:mmbdc:89,1,,,,,,,cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,"[{""resourceId"": ""cf4c3a10-d582-5659-af09-9be8f581441c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bb64724e-8596-4cc6-8a0d-f7666783d29c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
24a956ec-7ec7-5bf3-9f41-92a0670be881,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/24a956ec-7ec7-5bf3-9f41-92a0670be881,object identifier,tg:mmbdc:155,record identifiers,MMB.A.2494,constructed titles,Drukproeven van illustraties,Dutch (language),Documenten,descriptive note,Nederlands,"P. I, P. II, P. III, P. IV, P. VI, P. VII, P. X, P. IX"
24a956ec-7ec7-5bf3-9f41-92a0670be881,e73_Copyrights,tg:mmbdc:155,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,
24a956ec-7ec7-5bf3-9f41-92a0670be881,e73_MaterialRecords,tg:mmbdc:155,1,,,,,,,2f751964-6d01-58b3-b82d-76fabdac181e,tg:mmbdc:155_#1,"[{""resourceId"": ""2f751964-6d01-58b3-b82d-76fabdac181e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c1e80748-fb06-493a-8959-b524f6a775a5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
24af9286-6708-5f56-a146-4e43b9059fb7,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/24af9286-6708-5f56-a146-4e43b9059fb7,object identifier,tg:mmbdc:131,record identifiers,MMB.A.1666,constructed titles,Notitie: Oplijsting van kunstenaars met prijzen (overgenomen uit een veilingscatalogus van Helbing),Dutch (language),Documenten,,,
24af9286-6708-5f56-a146-4e43b9059fb7,e73_Copyrights,tg:mmbdc:131,,begindatum,,,,,,,,,1897,No Known Copyright,2012,,,,,,,,,,,,
24af9286-6708-5f56-a146-4e43b9059fb7,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
24af9286-6708-5f56-a146-4e43b9059fb7,e73_MaterialRecords,tg:mmbdc:131,1,,,,,,,0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,"[{""resourceId"": ""0e868a89-1da8-534a-bcbd-be9849ce6df6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4c308666-a37b-47e6-a76e-82dc404f0578"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
25a4f489-f009-5fe5-9477-591efdb18ae3,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/25a4f489-f009-5fe5-9477-591efdb18ae3,object identifier,tg:mmbdc:68,record identifiers,MMB.A.1459,constructed titles,Rekening drukwerk voor de Sint Henricusstichting,Dutch (language),Documenten,,,
25a4f489-f009-5fe5-9477-591efdb18ae3,e73_Copyrights,tg:mmbdc:68,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,
25a4f489-f009-5fe5-9477-591efdb18ae3,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
25a4f489-f009-5fe5-9477-591efdb18ae3,e73_MaterialRecords,tg:mmbdc:68,1,,,,,,,ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,"[{""resourceId"": ""ce605f59-404a-5c23-a8ce-8c954c9c8145"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa6d7829-21df-48b8-9714-46df50c6b4e4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
270def31-7396-5780-8a48-ea5ea6d86ed8,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/270def31-7396-5780-8a48-ea5ea6d86ed8,object identifier,tg:mmbdc:71,record identifiers,MMB.A.1462,constructed titles,Rekening medicamenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
270def31-7396-5780-8a48-ea5ea6d86ed8,e73_Copyrights,tg:mmbdc:71,,begindatum,,,,,,,,,1914,In Copyright,2029,,,,,,,,,,,,
270def31-7396-5780-8a48-ea5ea6d86ed8,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
270def31-7396-5780-8a48-ea5ea6d86ed8,e73_MaterialRecords,tg:mmbdc:71,1,,,,,,,a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,"[{""resourceId"": ""a39d2554-024b-53c7-8137-dd20a621aa6a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a8c7f024-046d-402b-90f8-7e3d3c71e7a8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
27b8c2ea-6767-5148-9e61-f33309add541,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/27b8c2ea-6767-5148-9e61-f33309add541,object identifier,tg:mmbdc:58,record identifiers,MMB.A.1352,constructed titles,Notitie over de werking van de Sint Henricusstichting,Dutch (language),Documenten,,,
27b8c2ea-6767-5148-9e61-f33309add541,e73_Copyrights,tg:mmbdc:58,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
27b8c2ea-6767-5148-9e61-f33309add541,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
27b8c2ea-6767-5148-9e61-f33309add541,e73_MaterialRecords,tg:mmbdc:58,1,,,,,,,b0771155-f12c-5e03-8138-7b89dcef0d2c,tg:mmbdc:58_#1,"[{""resourceId"": ""b0771155-f12c-5e03-8138-7b89dcef0d2c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4bdef2b1-dac9-45c8-a9c6-e59ceeec6d4c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
282dca35-a48f-5c78-9f57-b23dd4f81fe5,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/282dca35-a48f-5c78-9f57-b23dd4f81fe5,object identifier,tg:mmbdc:47,record identifiers,MMB.A.1287,constructed titles,Uniformbeschrijving Orde van Malta,Dutch (language),Documenten,descriptive note,Nederlands,Uniforme del donato di devozione di 2.a classe del S.M.O. Gerosolimitano
282dca35-a48f-5c78-9f57-b23dd4f81fe5,e73_Copyrights,tg:mmbdc:47,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
282dca35-a48f-5c78-9f57-b23dd4f81fe5,e73_Languages,,,taal 1,,,,,Italian (language),,,,,,,,,,,,,,,,,,
282dca35-a48f-5c78-9f57-b23dd4f81fe5,e73_MaterialRecords,tg:mmbdc:47,1,,,,,,,d929c2ae-a8bc-50b3-ab2c-e7d620669d02,tg:mmbdc:47_#1,"[{""resourceId"": ""d929c2ae-a8bc-50b3-ab2c-e7d620669d02"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9e18273-685b-4648-97e2-6c10443adc7e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
299de83c-bbc7-527d-9297-04ee3a4e3eab,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/299de83c-bbc7-527d-9297-04ee3a4e3eab,object identifier,tg:mmbdc:93,record identifiers,MMB.A.1490,constructed titles,Naamlijst: Personeel Sint Henricusstichting,Dutch (language),Documenten,descriptive note,Nederlands,Overzicht van dokters die operaties uitvoerden tussen 6 november en 27 december 1915
299de83c-bbc7-527d-9297-04ee3a4e3eab,e73_Copyrights,tg:mmbdc:93,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,
299de83c-bbc7-527d-9297-04ee3a4e3eab,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
299de83c-bbc7-527d-9297-04ee3a4e3eab,e73_MaterialRecords,tg:mmbdc:93,1,,,,,,,ebfe480f-d47c-5e85-8e4b-a392f93b56c6,tg:mmbdc:93_#1,"[{""resourceId"": ""ebfe480f-d47c-5e85-8e4b-a392f93b56c6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9d61fc1b-40ca-4651-af60-b4ae2155712e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
29da2038-6f05-5285-942a-fb63293810e5,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/29da2038-6f05-5285-942a-fb63293810e5,object identifier,tg:mmbdc:76,record identifiers,MMB.A.1468,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
29da2038-6f05-5285-942a-fb63293810e5,e73_Copyrights,tg:mmbdc:76,,begindatum,,,,,,,,,1907,No Known Copyright,2022,,,,,,,,,,,,
29da2038-6f05-5285-942a-fb63293810e5,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
29da2038-6f05-5285-942a-fb63293810e5,e73_MaterialRecords,tg:mmbdc:76,1,,,,,,,791ce149-5c2b-528f-a863-80bc7c4c05ce,tg:mmbdc:76_#1,"[{""resourceId"": ""791ce149-5c2b-528f-a863-80bc7c4c05ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""261a79bd-5527-4d54-ba28-4c3f8157d90b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2a3ffdb3-8266-56f8-bd56-c576231952e9,object identifier,tg:mmbdc:53,record identifiers,MMB.A.1320,constructed titles,Gasrekeningen Gasmaatschappij Antwerpen,Dutch (language),Documenten,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,e73_Copyrights,tg:mmbdc:53,,begindatum,,,,,,,,,1921,In Copyright,2036,,,,,,,,,,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,e73_MaterialRecords,tg:mmbdc:53,1,,,,,,,64f0f355-c885-5e6d-bbff-7a33eafcf2b0,tg:mmbdc:53_#1,"[{""resourceId"": ""64f0f355-c885-5e6d-bbff-7a33eafcf2b0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""13e75083-237c-40ce-828f-e675d07949c3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2d8258f1-a518-5920-8ca7-9eedc2fec6f3,object identifier,tg:mmbdc:109,record identifiers,MMB.A.1576,constructed titles,Visitekaartje Edmond van Offel,Dutch (language),Documenten,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,e73_Copyrights,tg:mmbdc:109,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,e73_MaterialRecords,tg:mmbdc:109,1,,,,,,,3bb41ecf-4b77-5b58-ba1d-857b2294033f,tg:mmbdc:109_#1,"[{""resourceId"": ""3bb41ecf-4b77-5b58-ba1d-857b2294033f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""42b3483f-8682-498e-a684-63cc2fd15b89"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2f82e820-2bab-52cb-9dbf-5ef24a341dad,object identifier,tg:mmbdc:102,record identifiers,MMB.A.1524,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,e73_Copyrights,tg:mmbdc:102,,begindatum,,,,,,,,,1917,In Copyright,2032,,,,,,,,,,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,e73_MaterialRecords,tg:mmbdc:102,1,,,,,,,16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,"[{""resourceId"": ""16ea225c-79b9-5577-b04b-7c7734dcef32"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dd4ab57b-0a0b-45da-81b9-568b6256b24d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
30d49173-7034-572c-8c6c-d79da3074f92,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/30d49173-7034-572c-8c6c-d79da3074f92,object identifier,tg:mmbdc:151,record identifiers,MMB.A.2490,constructed titles,Handgeschreven inventaris van de collectie van het Museum Mayer van den Bergh,Dutch (language),Documenten,,,
30d49173-7034-572c-8c6c-d79da3074f92,e73_Copyrights,tg:mmbdc:151,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,
30d49173-7034-572c-8c6c-d79da3074f92,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
30d49173-7034-572c-8c6c-d79da3074f92,e73_MaterialRecords,tg:mmbdc:151,1,,,,,,,da27b447-e317-5c70-a413-a01ab52640c3,tg:mmbdc:151_#1,"[{""resourceId"": ""da27b447-e317-5c70-a413-a01ab52640c3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f5a18f7a-8299-48bd-ba63-9a2caa82252d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/313eef31-e6d3-5dbf-8b35-988507c8e01e,object identifier,tg:mmbdc:73,record identifiers,MMB.A.1464,constructed titles,Uitgaven Sint Henricusstichting,Dutch (language),Documenten,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,e73_Copyrights,tg:mmbdc:73,,begindatum,,,,,,,,,1905,No Known Copyright,2020,,,,,,,,,,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,e73_MaterialRecords,tg:mmbdc:73,1,,,,,,,f0dd8933-0aa8-5ee4-9b3c-de811759b4fd,tg:mmbdc:73_#1,"[{""resourceId"": ""f0dd8933-0aa8-5ee4-9b3c-de811759b4fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7507e61d-63b3-405d-9386-bcbd4cc76a56"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/334ad517-eee0-5a64-b69d-9a9e09be8184,object identifier,tg:mmbdc:37,record identifiers,MMB.A.1243,constructed titles,Menu opgedragen aan Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,e73_Copyrights,tg:mmbdc:37,,begindatum,,,,,,,,,1900,No Known Copyright,2015,,,,,,,,,,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,e73_MaterialRecords,tg:mmbdc:37,1,,,,,,,b712e8ac-aa1c-523b-812f-67f1e11c0eb8,tg:mmbdc:37_#1,"[{""resourceId"": ""b712e8ac-aa1c-523b-812f-67f1e11c0eb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1243428-72e7-4e19-b340-ae69a84d0348"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3356d31c-6a47-5f60-9934-30cde513a6a9,object identifier,tg:mmbdc:33,record identifiers,MMB.A.1239,constructed titles,Bidprentje Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,e73_Copyrights,tg:mmbdc:33,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,e73_MaterialRecords,tg:mmbdc:33,1,,,,,,,9322239b-d5aa-5637-b103-47cdc4452370,tg:mmbdc:33_#1,"[{""resourceId"": ""9322239b-d5aa-5637-b103-47cdc4452370"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2f10b1c9-8949-4505-8126-a38fed027ebc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
342b234e-b819-5020-afef-c997a40c8b3d,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/342b234e-b819-5020-afef-c997a40c8b3d,object identifier,tg:mmbdc:83,record identifiers,MMB.A.1476,constructed titles,Rekening Sint Henricusmis voor de genezen breuklijders,Dutch (language),Documenten,,,
342b234e-b819-5020-afef-c997a40c8b3d,e73_Copyrights,tg:mmbdc:83,,begindatum,,,,,,,,,1918,In Copyright,2033,,,,,,,,,,,,
342b234e-b819-5020-afef-c997a40c8b3d,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
342b234e-b819-5020-afef-c997a40c8b3d,e73_MaterialRecords,tg:mmbdc:83,1,,,,,,,6cac3c53-c74f-586c-91b3-26062c8dece5,tg:mmbdc:83_#1,"[{""resourceId"": ""6cac3c53-c74f-586c-91b3-26062c8dece5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f8dbde27-2e5d-4b4d-b88d-05daa993664d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
3560ab78-3623-5be1-a04e-3c801f0e12f5,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3560ab78-3623-5be1-a04e-3c801f0e12f5,object identifier,tg:mmbdc:154,record identifiers,MMB.A.2493,titles proper,"Ajoutes, rectifications de numéros",French (language),Documenten,descriptive note,Nederlands,"Correcties op het ontwerp voor een catalogus van de collectie (brouillon A), gebaseerd op de handgeschreven inventaris van Henriëtte"
3560ab78-3623-5be1-a04e-3c801f0e12f5,e73_Copyrights,tg:mmbdc:154,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,
3560ab78-3623-5be1-a04e-3c801f0e12f5,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
3560ab78-3623-5be1-a04e-3c801f0e12f5,e73_MaterialRecords,tg:mmbdc:154,1,,,,,,,bb130f45-0b3b-5079-a75c-985e785c815c,tg:mmbdc:154_#1,"[{""resourceId"": ""bb130f45-0b3b-5079-a75c-985e785c815c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e589e615-1cfd-4a71-86b0-e2f584df5404"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3f974829-97c3-5390-9cb7-21992e7ffbbd,object identifier,tg:mmbdc:32,record identifiers,MMB.A.1238,constructed titles,Bidprentje Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,e73_Copyrights,tg:mmbdc:32,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,e73_MaterialRecords,tg:mmbdc:32,1,,,,,,,edc08000-9da6-57c4-a4fc-8c14ebaafd1f,tg:mmbdc:32_#1,"[{""resourceId"": ""edc08000-9da6-57c4-a4fc-8c14ebaafd1f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4869a3b9-3088-4957-a057-2e37da01f29f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
4028c865-2608-5574-a8ff-779529f18cbe,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4028c865-2608-5574-a8ff-779529f18cbe,object identifier,tg:mmbdc:4,record identifiers,MMB.A.1192,constructed titles,Notitie: Wapenschild Mayer van den Bergh,Dutch (language),Documenten,,,
4028c865-2608-5574-a8ff-779529f18cbe,e73_Copyrights,tg:mmbdc:4,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
4028c865-2608-5574-a8ff-779529f18cbe,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
4028c865-2608-5574-a8ff-779529f18cbe,e73_MaterialRecords,tg:mmbdc:4,1,,,,,,,f88733b4-7a74-5fa4-9d32-2e17575faa7b,tg:mmbdc:4_#1,"[{""resourceId"": ""f88733b4-7a74-5fa4-9d32-2e17575faa7b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6c3d94b8-a18c-41c9-8d9b-6c85ac6987a7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
431014da-4cd1-501d-a8d9-544e95217e76,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/431014da-4cd1-501d-a8d9-544e95217e76,object identifier,tg:mmbdc:15,record identifiers,MMB.A.1203,constructed titles,Bidprentje Oscar Mayer van den Bergh,Dutch (language),Documenten,,,
431014da-4cd1-501d-a8d9-544e95217e76,e73_Copyrights,tg:mmbdc:15,,begindatum,,,,,,,,,1913,In Copyright,2028,,,,,,,,,,,,
431014da-4cd1-501d-a8d9-544e95217e76,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
431014da-4cd1-501d-a8d9-544e95217e76,e73_MaterialRecords,tg:mmbdc:15,1,,,,,,,0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,"[{""resourceId"": ""0b709b78-cc59-59d6-a0ea-0e08541230fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b5e42f88-beba-45f2-b970-f8e236f85006"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
43402fd0-c8ec-5e97-a817-59599a44e870,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/43402fd0-c8ec-5e97-a817-59599a44e870,object identifier,tg:mmbdc:136,record identifiers,MMB.A.2341,constructed titles,Krantenknipsel: Bezoek aan het museum door 'Les Amies de la Dentelle',Dutch (language),Documenten,descriptive note,Nederlands,"onder begeleiding van M. Pelaert, conservator van het museum"
43402fd0-c8ec-5e97-a817-59599a44e870,e73_Copyrights,tg:mmbdc:136,,begindatum,,,,,,,,,1910,In Copyright,2025,,,,,,,,,,,,
43402fd0-c8ec-5e97-a817-59599a44e870,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
43402fd0-c8ec-5e97-a817-59599a44e870,e73_MaterialRecords,tg:mmbdc:136,1,,,,,,,24eda292-f177-5ead-831d-19b9e518638b,tg:mmbdc:136_#1,"[{""resourceId"": ""24eda292-f177-5ead-831d-19b9e518638b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4334e6c2-eec3-4046-bcbe-07a80cf1f4aa"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4357a0e5-db78-599b-8616-5e687867f6fb,object identifier,tg:mmbdc:147,record identifiers,MMB.A.2486,titles proper,"Inconnu (Brabançon), Saint Christophe, Saint Jérome et Saint Antoine ermite",French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1906
4357a0e5-db78-599b-8616-5e687867f6fb,e73_Copyrights,tg:mmbdc:147,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,e73_ExternalRelations,tg:mmbdc:147,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0024,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,e73_MaterialRecords,tg:mmbdc:147,1,,,,,,,1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,"[{""resourceId"": ""1225d2c6-ae14-534c-b23f-9bb9d81bf370"", ""ontologyProperty"": """", ""resourceXresourceId"": ""50592aaa-dd6c-4722-860c-7483e780f63e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4364bde1-3271-5bc9-9996-dd4168dff6a5,object identifier,tg:mmbdc:90,record identifiers,MMB.A.1484,constructed titles,Kaft: 'Institut St. Henri. Bilans',Dutch (language),Documenten,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_Copyrights,tg:mmbdc:90,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_MaterialRecords,tg:mmbdc:90,1,,,,,,,c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,"[{""resourceId"": ""c0a2fe20-85e6-5001-b89b-09a59490c24d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e039ea29-5e0e-4a23-a055-48ec842468c0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/44b83a36-1644-5057-b200-82be841d8547,object identifier,tg:mmbdc:158,record identifiers,MMB.A.2497,constructed titles,Notitieboekje 'Broderie religieuse',Dutch (language),Documenten,,,
44b83a36-1644-5057-b200-82be841d8547,e73_Copyrights,tg:mmbdc:158,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,e73_MaterialRecords,tg:mmbdc:158,1,,,,,,,1ad7940d-d021-5cc9-8925-a3c6257b3437,tg:mmbdc:158_#1,"[{""resourceId"": ""1ad7940d-d021-5cc9-8925-a3c6257b3437"", ""ontologyProperty"": """", ""resourceXresourceId"": ""87797f14-3269-4ff8-a60a-d8ee24c2b8e0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
