ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type
ae75cded-a71c-55d7-9613-89fd2b72e152,e73_ExternalRelations,tg:mmbbr:502,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/FdNRNJWozaeGZVftT6ldrAf8,gerelateerd object,DAMS Archief
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_ExternalRelations,tg:mmbbr:503,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0031,gerelateerd object,uniform resource locators
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_ExternalRelations,tg:mmbbr:503,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0045,gerelateerd object,uniform resource locators
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_ExternalRelations,tg:mmbbr:503,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/xd9OfdSnl7vaWSQKelXCVCHk,gerelateerd object,DAMS Archief
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_ExternalRelations,tg:mmbbr:503,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/FdNRNJWozaeGZVftT6ldrAf8,gerelateerd object,DAMS Archief
af72629c-3f83-5da8-ab58-700eed52d5ad,e73_ExternalRelations,tg:mmbbr:504,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0108,gerelateerd object,uniform resource locators
af72629c-3f83-5da8-ab58-700eed52d5ad,e73_ExternalRelations,tg:mmbbr:504,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0107,gerelateerd object,uniform resource locators
af72629c-3f83-5da8-ab58-700eed52d5ad,e73_ExternalRelations,tg:mmbbr:504,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/X1MYRYNBVMCPWJN4WY2ElxVo,gerelateerd object,DAMS Archief
af72629c-3f83-5da8-ab58-700eed52d5ad,e73_ExternalRelations,tg:mmbbr:504,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/a1YiVpJUnObDWjgmaQq52v6W,gerelateerd object,DAMS Archief
f3604193-c9ee-5e12-9e3e-10e5f8b16028,e73_ExternalRelations,tg:mmbbr:505,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0904,gerelateerd object,uniform resource locators
f3604193-c9ee-5e12-9e3e-10e5f8b16028,e73_ExternalRelations,tg:mmbbr:505,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/I1MkwlWETWoaVsZFARybvVEY,gerelateerd object,DAMS Archief
f3604193-c9ee-5e12-9e3e-10e5f8b16028,e73_ExternalRelations,tg:mmbbr:505,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/u2JXSeIQTQKGUCVMVtqnIXQl,gerelateerd object,DAMS Archief
7f81f779-b002-567f-907b-fdb933033245,e73_ExternalRelations,tg:mmbbr:506,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0031,gerelateerd object,uniform resource locators
7f81f779-b002-567f-907b-fdb933033245,e73_ExternalRelations,tg:mmbbr:506,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/xd9OfdSnl7vaWSQKelXCVCHk,gerelateerd object,DAMS Archief
88064fd3-fbf6-59bc-84f3-42151a2a1bb2,e73_ExternalRelations,tg:mmbbr:508,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0031,gerelateerd object,uniform resource locators
88064fd3-fbf6-59bc-84f3-42151a2a1bb2,e73_ExternalRelations,tg:mmbbr:508,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0045,gerelateerd object,uniform resource locators
88064fd3-fbf6-59bc-84f3-42151a2a1bb2,e73_ExternalRelations,tg:mmbbr:508,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/xd9OfdSnl7vaWSQKelXCVCHk,gerelateerd object,DAMS Archief
88064fd3-fbf6-59bc-84f3-42151a2a1bb2,e73_ExternalRelations,tg:mmbbr:508,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/FdNRNJWozaeGZVftT6ldrAf8,gerelateerd object,DAMS Archief
814e89e3-acf6-5af7-8224-7508b1f300ce,e73_ExternalRelations,tg:mmbbr:509,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0031,gerelateerd object,uniform resource locators
814e89e3-acf6-5af7-8224-7508b1f300ce,e73_ExternalRelations,tg:mmbbr:509,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0045,gerelateerd object,uniform resource locators
814e89e3-acf6-5af7-8224-7508b1f300ce,e73_ExternalRelations,tg:mmbbr:509,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/xd9OfdSnl7vaWSQKelXCVCHk,gerelateerd object,DAMS Archief
814e89e3-acf6-5af7-8224-7508b1f300ce,e73_ExternalRelations,tg:mmbbr:509,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/FdNRNJWozaeGZVftT6ldrAf8,gerelateerd object,DAMS Archief
f2577ee1-b43e-573d-aedb-d0884da65e8a,e73_ExternalRelations,tg:mmbbr:518,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0135,gerelateerd object,uniform resource locators
f2577ee1-b43e-573d-aedb-d0884da65e8a,e73_ExternalRelations,tg:mmbbr:518,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/l2UnEnbiJAXL9dTZmbppZbzQ,gerelateerd object,DAMS Archief
9b38d602-1cc0-5fe3-a7d6-fb300170d704,e73_ExternalRelations,tg:mmbbr:519,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1872,gerelateerd object,uniform resource locators
9b38d602-1cc0-5fe3-a7d6-fb300170d704,e73_ExternalRelations,tg:mmbbr:519,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/PINxYaUKRVPSfppiOVjouaVk,gerelateerd object,DAMS Archief
c43a8d45-e15c-577d-bd63-6e3ba08cec52,e73_ExternalRelations,tg:mmbbr:521,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0199,gerelateerd object,uniform resource locators
c43a8d45-e15c-577d-bd63-6e3ba08cec52,e73_ExternalRelations,tg:mmbbr:521,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,gerelateerd object,DAMS Archief
bcf8dd2b-5604-59e9-9b90-0cb90175c4d6,e73_ExternalRelations,tg:mmbbr:522,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1872,gerelateerd object,uniform resource locators
bcf8dd2b-5604-59e9-9b90-0cb90175c4d6,e73_ExternalRelations,tg:mmbbr:522,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/PINxYaUKRVPSfppiOVjouaVk,gerelateerd object,DAMS Archief
e86694f5-df61-506e-b118-42f8cc3f4443,e73_ExternalRelations,tg:mmbbr:526,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0844,gerelateerd object,uniform resource locators
e86694f5-df61-506e-b118-42f8cc3f4443,e73_ExternalRelations,tg:mmbbr:526,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0845,gerelateerd object,uniform resource locators
e86694f5-df61-506e-b118-42f8cc3f4443,e73_ExternalRelations,tg:mmbbr:526,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/z1M8QFZ8naYIteQJbVxyBXGr,gerelateerd object,DAMS Archief
a905d1c1-ac5a-51ba-99c0-998ea01cbdb7,e73_ExternalRelations,tg:mmbbr:527,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0108,gerelateerd object,uniform resource locators
a905d1c1-ac5a-51ba-99c0-998ea01cbdb7,e73_ExternalRelations,tg:mmbbr:527,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0107,gerelateerd object,uniform resource locators
a905d1c1-ac5a-51ba-99c0-998ea01cbdb7,e73_ExternalRelations,tg:mmbbr:527,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/X1MYRYNBVMCPWJN4WY2ElxVo,gerelateerd object,DAMS Archief
a905d1c1-ac5a-51ba-99c0-998ea01cbdb7,e73_ExternalRelations,tg:mmbbr:527,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/a1YiVpJUnObDWjgmaQq52v6W,gerelateerd object,DAMS Archief
94453ebf-aeb3-56f5-a735-42a9425c8cf1,e73_ExternalRelations,tg:mmbbr:528,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0031,gerelateerd object,uniform resource locators
94453ebf-aeb3-56f5-a735-42a9425c8cf1,e73_ExternalRelations,tg:mmbbr:528,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/xd9OfdSnl7vaWSQKelXCVCHk,gerelateerd object,DAMS Archief
75ac0bbe-ce76-5a0d-8ddd-2873bf1355f3,e73_ExternalRelations,tg:mmbbr:529,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0135,gerelateerd object,uniform resource locators
75ac0bbe-ce76-5a0d-8ddd-2873bf1355f3,e73_ExternalRelations,tg:mmbbr:529,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/l2UnEnbiJAXL9dTZmbppZbzQ,gerelateerd object,DAMS Archief
a0b23f98-4c13-5f6b-996d-4981f8c95a81,e73_ExternalRelations,tg:mmbbr:534,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0845,gerelateerd object,uniform resource locators
a0b23f98-4c13-5f6b-996d-4981f8c95a81,e73_ExternalRelations,tg:mmbbr:534,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/z1M8QFZ8naYIteQJbVxyBXGr,gerelateerd object,DAMS Archief
3461990d-5891-57d9-85d4-5cd0462d4c1a,e73_ExternalRelations,tg:mmbbr:541,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0199,gerelateerd object,uniform resource locators
3461990d-5891-57d9-85d4-5cd0462d4c1a,e73_ExternalRelations,tg:mmbbr:541,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,gerelateerd object,DAMS Archief
b42f8b33-b270-5130-9a3f-3d0e2619f021,e73_ExternalRelations,tg:mmbbr:544,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0135,gerelateerd object,uniform resource locators
b42f8b33-b270-5130-9a3f-3d0e2619f021,e73_ExternalRelations,tg:mmbbr:544,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/l2UnEnbiJAXL9dTZmbppZbzQ,gerelateerd object,DAMS Archief
910b08e9-bc9b-5a4d-8988-40593acbea28,e73_ExternalRelations,tg:mmbbr:547,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0199,gerelateerd object,uniform resource locators
910b08e9-bc9b-5a4d-8988-40593acbea28,e73_ExternalRelations,tg:mmbbr:547,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,gerelateerd object,DAMS Archief
c47cc53b-8167-512f-983f-672d2a31202a,e73_ExternalRelations,tg:mmbbr:553,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0019,gerelateerd object,uniform resource locators
c47cc53b-8167-512f-983f-672d2a31202a,e73_ExternalRelations,tg:mmbbr:553,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/F1dceNkYSKXUUVkDgiHYCcY8,gerelateerd object,DAMS Archief
3d77cec9-9d97-587c-ab9b-3161e4d38873,e73_ExternalRelations,tg:mmbbr:558,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0633,gerelateerd object,uniform resource locators
3d77cec9-9d97-587c-ab9b-3161e4d38873,e73_ExternalRelations,tg:mmbbr:558,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0657,gerelateerd object,uniform resource locators
3d77cec9-9d97-587c-ab9b-3161e4d38873,e73_ExternalRelations,tg:mmbbr:558,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/G2cdjWelFYRaZMSSKlbF5TnY,gerelateerd object,DAMS Archief
3d77cec9-9d97-587c-ab9b-3161e4d38873,e73_ExternalRelations,tg:mmbbr:558,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/EMUbOZgsTRA6UkFflM7fXI6I,gerelateerd object,DAMS Archief
974f9934-77d4-5cd8-9751-bf0d4f958376,e73_ExternalRelations,tg:mmbbr:560,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0086,gerelateerd object,uniform resource locators
974f9934-77d4-5cd8-9751-bf0d4f958376,e73_ExternalRelations,tg:mmbbr:560,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1045,gerelateerd object,uniform resource locators
974f9934-77d4-5cd8-9751-bf0d4f958376,e73_ExternalRelations,tg:mmbbr:560,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/P2GpmDJTeMQRcI8ZZVthraWQ,gerelateerd object,DAMS Archief
974f9934-77d4-5cd8-9751-bf0d4f958376,e73_ExternalRelations,tg:mmbbr:560,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/s2WTNDHOUnMYLDNZsPlQzrsc,gerelateerd object,DAMS Archief
6ff85035-12a1-5306-a548-05a71132abfb,e73_ExternalRelations,tg:mmbbr:563,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0086,gerelateerd object,uniform resource locators
6ff85035-12a1-5306-a548-05a71132abfb,e73_ExternalRelations,tg:mmbbr:563,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1045,gerelateerd object,uniform resource locators
6ff85035-12a1-5306-a548-05a71132abfb,e73_ExternalRelations,tg:mmbbr:563,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/P2GpmDJTeMQRcI8ZZVthraWQ,gerelateerd object,DAMS Archief
6ff85035-12a1-5306-a548-05a71132abfb,e73_ExternalRelations,tg:mmbbr:563,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/s2WTNDHOUnMYLDNZsPlQzrsc,gerelateerd object,DAMS Archief
fd20a043-1083-511c-b1e0-5498c9b2f753,e73_ExternalRelations,tg:mmbbr:570,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1059,gerelateerd object,uniform resource locators
fd20a043-1083-511c-b1e0-5498c9b2f753,e73_ExternalRelations,tg:mmbbr:570,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1048,gerelateerd object,uniform resource locators
fd20a043-1083-511c-b1e0-5498c9b2f753,e73_ExternalRelations,tg:mmbbr:570,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/DehPNkeoPXWhIWdfYzDSOGGb,gerelateerd object,DAMS Archief
fd20a043-1083-511c-b1e0-5498c9b2f753,e73_ExternalRelations,tg:mmbbr:570,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/PFchdgom8HSYaPsqBGbNPGNT,gerelateerd object,DAMS Archief
1cf4865b-6146-59d3-a9d4-e1e111bf057f,e73_ExternalRelations,tg:mmbbr:573,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0886,gerelateerd object,uniform resource locators
1cf4865b-6146-59d3-a9d4-e1e111bf057f,e73_ExternalRelations,tg:mmbbr:573,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0887,gerelateerd object,uniform resource locators
1cf4865b-6146-59d3-a9d4-e1e111bf057f,e73_ExternalRelations,tg:mmbbr:573,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0888,gerelateerd object,uniform resource locators
1cf4865b-6146-59d3-a9d4-e1e111bf057f,e73_ExternalRelations,tg:mmbbr:573,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/cbbcKPNMNGbj8YbOaCTTx1eT,gerelateerd object,DAMS Archief
1cf4865b-6146-59d3-a9d4-e1e111bf057f,e73_ExternalRelations,tg:mmbbr:573,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/k2JbrQGMASILgKbBQc3g8hlB,gerelateerd object,DAMS Archief
1cf4865b-6146-59d3-a9d4-e1e111bf057f,e73_ExternalRelations,tg:mmbbr:573,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/PEcbo7ceMbXidoKTTVNjPyem,gerelateerd object,DAMS Archief
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1043,gerelateerd object,uniform resource locators
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1060,gerelateerd object,uniform resource locators
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1068,gerelateerd object,uniform resource locators
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1057,gerelateerd object,uniform resource locators
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/bCWIVrjPc6FAXnRVernsjQOP,gerelateerd object,DAMS Archief
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z1ikUcTSiivTeMHT4ACgoyfY,gerelateerd object,DAMS Archief
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/n1NO3PnYVJTVcCVebDavho0D,gerelateerd object,DAMS Archief
be8a0739-6fc0-592f-ba72-e3d539d5255d,e73_ExternalRelations,tg:mmbbr:574,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/z1KCeOSlFcebGgaRRg3Fb9s8,gerelateerd object,DAMS Archief
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1043,gerelateerd object,uniform resource locators
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1060,gerelateerd object,uniform resource locators
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1068,gerelateerd object,uniform resource locators
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1057,gerelateerd object,uniform resource locators
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/bCWIVrjPc6FAXnRVernsjQOP,gerelateerd object,DAMS Archief
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z1ikUcTSiivTeMHT4ACgoyfY,gerelateerd object,DAMS Archief
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/n1NO3PnYVJTVcCVebDavho0D,gerelateerd object,DAMS Archief
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,e73_ExternalRelations,tg:mmbbr:575,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/z1KCeOSlFcebGgaRRg3Fb9s8,gerelateerd object,DAMS Archief
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1104.1,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1105.1,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1106.1,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1107.1,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1107.2,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_6,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1107.3,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_7,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1108.1,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_8,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1108.2,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_9,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1109.1,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_10,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1109.2,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,g_o_11,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1109.3,gerelateerd object,uniform resource locators
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/u2Td4QKkhsNrfSXMiP09NhWy,gerelateerd object,DAMS Archief
9401b40f-f7a2-52c8-992a-86cf3c206e8f,e73_ExternalRelations,tg:mmbbr:577,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/C1jnNNYYjhkgSNYCRV3SVCFW,gerelateerd object,DAMS Archief
