ResourceID,card,order,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
cbf37563-adb6-5d6b-adf7-61a513d37a47,AA,0,https://data.museummayervandenbergh.be/ark:/59511/cbf37563-adb6-5d6b-adf7-61a513d37a47,object identifier,tg:mmbbr:340,record identifiers,MMB.A.0340,descriptive note,Nederlands,"Vrachtbrief voor het transport van twee koffers met schilderijen, gravures en porselein",Brieven
c549ac3a-c2f2-576f-a198-5d9f54660847,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c549ac3a-c2f2-576f-a198-5d9f54660847,object identifier,tg:mmbbr:341,record identifiers,MMB.A.0341,descriptive note,Nederlands,de terugzending van het schilderij van van Ostade en de factuur voor het schilderij van van Everdingen,Brieven
ac05991d-6892-5a95-9607-933b64a0fe77,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ac05991d-6892-5a95-9607-933b64a0fe77,object identifier,tg:mmbbr:342,record identifiers,MMB.A.0342,descriptive note,Nederlands,de echtheid van een gouden buste van H. Cosmans en een mogelijk bezoek aan Fritz,Brieven
ef3814fe-a6e8-5494-b1de-fcd99de4f163,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ef3814fe-a6e8-5494-b1de-fcd99de4f163,object identifier,tg:mmbbr:343,record identifiers,MMB.A.0343,descriptive note,Nederlands,"kwitantie voor de levering van een eiken raam en de restauratie van een portret, een paneel en een vrouwenportret",Brieven
4b6b4123-c88a-5b2d-9798-9a2a851d4d27,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4b6b4123-c88a-5b2d-9798-9a2a851d4d27,object identifier,tg:mmbbr:344,record identifiers,MMB.A.0344,descriptive note,Nederlands,de onderhandelingen over het schilderij van Mignon [Druiventros in een nis],Brieven
0deb38cf-5641-5b7f-9daa-fa6776f84f62,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0deb38cf-5641-5b7f-9daa-fa6776f84f62,object identifier,tg:mmbbr:345,record identifiers,MMB.A.0345,descriptive note,Nederlands,kwitantie van de restauratie van een wandtapijt met een religieus onderwerp [Geboorte van Jezus],Brieven
77a11988-b806-5c50-99d4-087f5ac7a8d6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/77a11988-b806-5c50-99d4-087f5ac7a8d6,object identifier,tg:mmbbr:346,record identifiers,MMB.A.0346,descriptive note,Nederlands,de uitblijvende betaling van het schilderij van van Everdingen en de aankondiging van de veiling van de collectie van Louis de Geer,Brieven
cd85e28f-efed-5faf-a10f-db0e1c1e4aa2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/cd85e28f-efed-5faf-a10f-db0e1c1e4aa2,object identifier,tg:mmbbr:347,record identifiers,MMB.A.0347,descriptive note,Nederlands,het aanbod van een zilveren gotisch handvat van een kelk en een verzilverde renaissance monstrans,Brieven
b943e918-f427-5c97-93e4-0dd8e11da9e8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b943e918-f427-5c97-93e4-0dd8e11da9e8,object identifier,tg:mmbbr:348,record identifiers,MMB.A.0348,descriptive note,Nederlands,een artikel uit de 'Revue de l'Art Chrétien' van Helbig en de bespreking van het tijdschrift,Brieven
e4224447-9505-5cb0-827f-3d4fdeb4e0bc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e4224447-9505-5cb0-827f-3d4fdeb4e0bc,object identifier,tg:mmbbr:349,record identifiers,MMB.A.0349,descriptive note,Nederlands,[brief ontbreekt],Brieven
d2f3be6d-1cd0-54f2-b2d6-bb753e2a14c5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d2f3be6d-1cd0-54f2-b2d6-bb753e2a14c5,object identifier,tg:mmbbr:350,record identifiers,MMB.A.0350,descriptive note,Nederlands,"de herkomst van de door Fritz aangekochte stukken en inlichtingen over de collectie van De Meyer (een portret van Memling, een Madonna van Van Eyck en twee Lodewijk XV 'Saxes')",Brieven
5f84364e-afa1-5874-8bed-a80f8f407242,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5f84364e-afa1-5874-8bed-a80f8f407242,object identifier,tg:mmbbr:351,record identifiers,MMB.A.0351,descriptive note,Nederlands,"problemen met de verzending van de sokkel van een madonnabeeld, het aanbod van een Memling en een Van Eyck, twee hoeken van een schouw in Lodewijk XV-stijl, een vogelkooi en een kachel in empire-stijl",Brieven
88f937fe-a8fa-5ec8-b719-d72206341cf2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/88f937fe-a8fa-5ec8-b719-d72206341cf2,object identifier,tg:mmbbr:352,record identifiers,MMB.A.0352,descriptive note,Nederlands,de onderhandelingen over het schilderij van Mignon [Druiventros in een nis] en de mogelijkheid om het schilderij van Berckheyde te verzenden ter bezichtiging,Brieven
29badd67-f375-5a59-803d-705e4acc713d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/29badd67-f375-5a59-803d-705e4acc713d,object identifier,tg:mmbbr:353,record identifiers,MMB.A.0353,descriptive note,Nederlands,"de vondst van een gelijkaardig portret als dat van Fritz uit Bergamo [Bronzino] [Allori, Francesco de' Medici] en de mogelijke toeschrijving van het portret aan de Florentijnse school en de identificatie van Alfons II van Ferrara ",Brieven
be14aad3-bb70-5d7b-a102-6600e6f5f514,AA,0,https://data.museummayervandenbergh.be/ark:/59511/be14aad3-bb70-5d7b-a102-6600e6f5f514,object identifier,tg:mmbbr:354,record identifiers,MMB.A.0354,descriptive note,Nederlands,"de verzending van een kader in schildpad, inlichtingen over schilderijen voor een tentoonstelling en het aanbod van een gotisch schilderij voorstellende Christus, een houten lijst, drie schouwen (één met drie leeuwenkoppen, één in gebakken steen met engel",Brieven
902edf9d-1462-5ccb-ac25-865dc872b2ff,AA,0,https://data.museummayervandenbergh.be/ark:/59511/902edf9d-1462-5ccb-ac25-865dc872b2ff,object identifier,tg:mmbbr:355,record identifiers,MMB.A.0355,descriptive note,Nederlands,"Kwitantie voor de aankoop van twee kronen, een scepter, twee Venetiaanse medailles, een gotisch medaillon, een slot en een medaillon met edelstenen",Brieven
5c36be83-b148-568d-b59c-d30bf8950109,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5c36be83-b148-568d-b59c-d30bf8950109,object identifier,tg:mmbbr:356,record identifiers,MMB.A.0356,descriptive note,Nederlands,het aanbod van twee schilderijen van Gerard van der Meire [een diptiek],Brieven
dfb7306a-3df6-5e10-abc3-ad95b041c8cc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/dfb7306a-3df6-5e10-abc3-ad95b041c8cc,object identifier,tg:mmbbr:357,record identifiers,MMB.A.0357,descriptive note,Nederlands,inlichtingen over het landschap dat als achtergrond dient voor een triptiek,Brieven
13489996-c1fe-5142-b923-71864a18f3c0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/13489996-c1fe-5142-b923-71864a18f3c0,object identifier,tg:mmbbr:358,record identifiers,MMB.A.0358,descriptive note,Nederlands,kwitantie van 25 frank,Brieven
d4acce57-b133-5c76-bc27-81b4c8d96781,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d4acce57-b133-5c76-bc27-81b4c8d96781,object identifier,tg:mmbbr:359,record identifiers,MMB.A.0359,descriptive note,Nederlands,"de toeschrijving van een schilderij aan Lancelot en inlichtingen over een triptiek voorstellende het huwelijk van Maria, de blijde boodschap en de opdracht in de tempel van dezelfde schilder",Brieven
f5789fa8-12d1-5639-ade7-e38120eeeaf8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f5789fa8-12d1-5639-ade7-e38120eeeaf8,object identifier,tg:mmbbr:360,record identifiers,MMB.A.0360,descriptive note,Nederlands,"de ontvangst van het geld voor de kader [voor Allori, Francesco de' Medici] en inlichtingen over het overbrengen van fresco's op doek",Brieven
ea27ca0d-b92c-5399-b8a1-c508416dc2ff,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ea27ca0d-b92c-5399-b8a1-c508416dc2ff,object identifier,tg:mmbbr:361,record identifiers,MMB.A.0361,descriptive note,Nederlands,kwitantie van een gotisch beeldje in terracotta,Brieven
3228c9d7-6bb9-5bde-94d5-235105725d80,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3228c9d7-6bb9-5bde-94d5-235105725d80,object identifier,tg:mmbbr:362,record identifiers,MMB.A.0362,descriptive note,Nederlands,inlichtingen over het losmaken van fresco's van een muur ,Brieven
b18c8378-5661-5be5-9566-0d315a2a63ee,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b18c8378-5661-5be5-9566-0d315a2a63ee,object identifier,tg:mmbbr:363,record identifiers,MMB.A.0363,descriptive note,Nederlands,het al dan niet afbreken van een muur en de kostprijs,Brieven
f9a8469b-0007-5749-985a-6af4d199d90e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f9a8469b-0007-5749-985a-6af4d199d90e,object identifier,tg:mmbbr:364,record identifiers,MMB.A.0364,descriptive note,Nederlands,"de onderhandelingen over een schilderij van Mignon [Druiventros in een nis], inlichtingen over een schilderij van Berckheyde en het aanbod van een stilleven met fruit en bloemen",Brieven
022d0111-8773-5013-bce8-8def59de2d2d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/022d0111-8773-5013-bce8-8def59de2d2d,object identifier,tg:mmbbr:365,record identifiers,MMB.A.0365,descriptive note,Nederlands,kwitantie van een schilderij op glas voorstellende de Madonna aan het graf van Christus,Brieven
7ac5b7b4-ba50-57e1-bb44-d957bea5cfd1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7ac5b7b4-ba50-57e1-bb44-d957bea5cfd1,object identifier,tg:mmbbr:366,record identifiers,MMB.A.0366,descriptive note,Nederlands,"de vraag naar een foto van het portret van Guidobaldo II van Urbino dat Fritz kocht, aangezien Justi een portret heeft van dezelfde hertog door Titiaan en hierover een artikel verschijnt [Allori, Francesco de' Medici]",Brieven
2e3466cd-4a89-5c3a-88dd-b4d4312fd543,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2e3466cd-4a89-5c3a-88dd-b4d4312fd543,object identifier,tg:mmbbr:367,record identifiers,MMB.A.0367,descriptive note,Nederlands,"het aanbod van twee schilderijen waarvan één is toegeschreven aan Beukelaer voorstellende een markt met fruit en groeten en één voorstellende een bloemstuk, beide zijn in slechte staat door de vochtigheids- en de temperatuursschommelingen ",Brieven
71ce7cae-6246-534a-936e-8ba489e54c64,AA,0,https://data.museummayervandenbergh.be/ark:/59511/71ce7cae-6246-534a-936e-8ba489e54c64,object identifier,tg:mmbbr:368,record identifiers,MMB.A.0368,descriptive note,Nederlands,"Verklaring, het bezit van een wandtapijt voorstellende de geboorte van Christus in zijn depot [Geboorte van Jezus]",Brieven
a689706b-2cf8-5b3f-808c-aca4bfc13342,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a689706b-2cf8-5b3f-808c-aca4bfc13342,object identifier,tg:mmbbr:369,record identifiers,MMB.A.0369,descriptive note,Nederlands,het aanbod van Antwerpse penningen van brasseries [Méreau van de brouwerij De Halve Maan],Brieven
f6ca2eda-ee18-5cc8-b4e8-29759dbe950a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f6ca2eda-ee18-5cc8-b4e8-29759dbe950a,object identifier,tg:mmbbr:370,record identifiers,MMB.A.0370,descriptive note,Nederlands,"de verkoop van een Calvarieberg aan Krug, het bezorgen van een portret [anoniem, Portret van een man] en het aanbod van twee schilderijen, waaronder een Calvarieberg, het schilderij van de pastoor van Vrasene en een bijl uit silex",Brieven
4fd4690c-5848-5e33-9408-78a36cc8d030,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4fd4690c-5848-5e33-9408-78a36cc8d030,object identifier,tg:mmbbr:371,record identifiers,MMB.A.0371,descriptive note,Nederlands,de aankoop van een glasraam en het aanbod van een ander glasraam,Brieven
f7a7c6eb-5916-5b3d-aa48-9d2a7c4b2e96,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f7a7c6eb-5916-5b3d-aa48-9d2a7c4b2e96,object identifier,tg:mmbbr:372,record identifiers,MMB.A.0372,descriptive note,Nederlands,het aan bod van een schilderij van van Leyden eigendom van Van Heijst,Brieven
8e75b2e5-db58-5b91-b473-718ac06c17ed,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8e75b2e5-db58-5b91-b473-718ac06c17ed,object identifier,tg:mmbbr:373,record identifiers,MMB.A.0373,descriptive note,Nederlands,"het verzoek om het bedrag voor de aankoop van een Bruegel over te maken aan een notaris [naar Jheronymus Bosch van Aken, Strijd tussen Carnaval en Vasten]",Brieven
f71683fa-b0d8-59c2-9a37-27bef55cc0ba,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f71683fa-b0d8-59c2-9a37-27bef55cc0ba,object identifier,tg:mmbbr:374,record identifiers,MMB.A.0374,descriptive note,Nederlands,kwitantie van een beeld,Brieven
a6f64b93-024c-5323-9336-12d583ffed58,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a6f64b93-024c-5323-9336-12d583ffed58,object identifier,tg:mmbbr:375,record identifiers,MMB.A.0375,descriptive note,Nederlands,"inlichtingen over een schilderij dat Fritz toeschrijft aan Pieter Bruegel de Oude [naar Jheronymus Bosch van Aken, Strijd tussen Carnaval en Vasten]",Brieven
7a102a7f-3412-5dba-88de-be6671a03ce1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7a102a7f-3412-5dba-88de-be6671a03ce1,object identifier,tg:mmbbr:376,record identifiers,MMB.A.0376,descriptive note,Nederlands,"de aankoop en verzending van twee schilderijen [Beuckelaer, Groentenverkoopster], het aanbod van de schilderijencollectie van Thienpont en de ijzercollectie van Joly en de prijs voor een Antwerpse medaille",Brieven
6a2ddcf3-fe72-5c72-b78f-6efbfb34ffb0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6a2ddcf3-fe72-5c72-b78f-6efbfb34ffb0,object identifier,tg:mmbbr:377,record identifiers,MMB.A.0377,descriptive note,Nederlands,de ontvangst van geld en inlichtingen over de zaak van de grafsteen,Brieven
2848fb67-dff7-5271-909b-49b531642aa5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2848fb67-dff7-5271-909b-49b531642aa5,object identifier,tg:mmbbr:378,record identifiers,MMB.A.0378,descriptive note,Nederlands,"inlichtingen over de toeschrijving (aan Bosch, Bruegel of Huys) en datering van een schilderij [naar Jheronymus Bosch van Aken, Strijd tussen Carnaval en Vasten]",Brieven
a0b7358c-15d7-5eb8-9d0b-94b12dddfd9e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a0b7358c-15d7-5eb8-9d0b-94b12dddfd9e,object identifier,tg:mmbbr:379,record identifiers,MMB.A.0379,descriptive note,Nederlands,kwitantie van de aankopen op de veiling van de Markies van Negron,Brieven
43cbed02-81fd-592a-81e4-fd8e01ead18b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/43cbed02-81fd-592a-81e4-fd8e01ead18b,object identifier,tg:mmbbr:380,record identifiers,MMB.A.0380,descriptive note,Nederlands,inlichtingen over een portret en het aanbod en de bespreking van een schilderij voorstellende een vrouw die het hoofd van Sint-Jan aanbiedt aan een koning mogelijks van Rubens ,Brieven
a20b45d8-be86-5084-8696-63b92596f49a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a20b45d8-be86-5084-8696-63b92596f49a,object identifier,tg:mmbbr:381,record identifiers,MMB.A.0381,descriptive note,Nederlands,"inlichtingen over de herkomst van een schilderij toegeschreven aan Bruegel dat Fritz van Clément de Saint Marcq kocht [naar Jheronymus Bosch van Aken, Strijd tussen Carnaval en Vasten]",Brieven
f6a9aa7e-5c49-5878-957d-1172a3abd767,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f6a9aa7e-5c49-5878-957d-1172a3abd767,object identifier,tg:mmbbr:382,record identifiers,MMB.A.0382,descriptive note,Nederlands,inlichtingen over 'Nagerl's Monogrammisten' en een boek van 'Iver' ,Brieven
b91a575c-ef1e-53a1-bc45-d83997dffb37,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b91a575c-ef1e-53a1-bc45-d83997dffb37,object identifier,tg:mmbbr:383,record identifiers,MMB.A.0383,descriptive note,Nederlands,kwitantie van het bekleden van een sokkel,Brieven
618c072d-e717-58b1-99b2-72edc96b55bd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/618c072d-e717-58b1-99b2-72edc96b55bd,object identifier,tg:mmbbr:384,record identifiers,MMB.A.0384,descriptive note,Nederlands,het aanbod van de wandtapijten van baron Grinze en het aanbod een koperen spiegel en andere voorwerpen van zijn schoonzoon,Brieven
890f7bc6-7a78-5b35-a463-a690086826d3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/890f7bc6-7a78-5b35-a463-a690086826d3,object identifier,tg:mmbbr:385,record identifiers,MMB.A.0385,descriptive note,Nederlands,"de onderhandelingen over een schilderij van Mignon [Druiventros in een nis], het verzenden van een schilderij van Berckheyde en een Vlaams stilleven met bloemen, fruit en vlinders ter bezichtiging en het aanbod van een Hollands schilderij eigenkom van markies Berthe",Brieven
b4372ad2-41bd-5b05-a4ad-41438c37fc3f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b4372ad2-41bd-5b05-a4ad-41438c37fc3f,object identifier,tg:mmbbr:386,record identifiers,MMB.A.0386,descriptive note,Nederlands,het aanbod van een lot in de stijl van Bruegel en een gotisch schilderij,Brieven
31fc8e72-f040-551d-b0d6-23b74d709514,AA,0,https://data.museummayervandenbergh.be/ark:/59511/31fc8e72-f040-551d-b0d6-23b74d709514,object identifier,tg:mmbbr:387,record identifiers,MMB.A.0387,descriptive note,Nederlands,"de aankoop van een koffertje, geldstukken die verloren zijn en de vraag van mevrouw",Brieven
1e3be770-c021-5b4d-b526-bafdcfcc833d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1e3be770-c021-5b4d-b526-bafdcfcc833d,object identifier,tg:mmbbr:388,record identifiers,MMB.A.0388,descriptive note,Nederlands,"Factuur voor aankoop van een houten heiligenbeeld, een kader, foto's, een hotelrekening en het transport",Brieven
d38ed479-83d0-5958-b31c-326c6cc13d9a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d38ed479-83d0-5958-b31c-326c6cc13d9a,object identifier,tg:mmbbr:389,record identifiers,MMB.A.0389,descriptive note,Nederlands,"het aanbod van een triptiek van de Keulense school voorstellende Madonna met kind, God de vader, H. Anna en nog andere figuren",Brieven
068f2cb4-37d4-55f1-95b2-bff15bc4717d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/068f2cb4-37d4-55f1-95b2-bff15bc4717d,object identifier,tg:mmbbr:390,record identifiers,MMB.A.0390,descriptive note,Nederlands,de vondst van een gouden ring met de passiekroon erop en de afrekening van hooi,Brieven
48f0d6b8-a1b0-587b-9e57-d6cc23f53f09,AA,0,https://data.museummayervandenbergh.be/ark:/59511/48f0d6b8-a1b0-587b-9e57-d6cc23f53f09,object identifier,tg:mmbbr:391,record identifiers,MMB.A.0391,descriptive note,Nederlands,"inlichtingen over de herkomst van een schilderij toegeschreven aan Bruegel dat Fritz van hem kocht [naar Jheronymus Bosch van Aken, Strijd tussen Carnaval en Vasten]",Brieven
474275a0-e98c-5dd6-af05-34510b866d51,AA,0,https://data.museummayervandenbergh.be/ark:/59511/474275a0-e98c-5dd6-af05-34510b866d51,object identifier,tg:mmbbr:392,record identifiers,MMB.A.0392,descriptive note,Nederlands,de onderhandelingen over een schilderij van Mignon [Druiventros in een nis] en de verzending van een schilderij van Berckheyde en een stilleven en het aanbod van een Hollands schilderij bij markies Berthe,Brieven
4f2adf43-cc92-56d1-9dda-a6877b408b4c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4f2adf43-cc92-56d1-9dda-a6877b408b4c,object identifier,tg:mmbbr:393,record identifiers,MMB.A.0393,descriptive note,Nederlands,"de verzending van een schilderij van Mignon [Druiventros in een nis], een schilderij van Berckheyde en een stilleven en de mogelijke aankoop van een schilderij in Firenze",Brieven
93581ca2-1ed7-57ca-b85f-ae5d50076723,AA,0,https://data.museummayervandenbergh.be/ark:/59511/93581ca2-1ed7-57ca-b85f-ae5d50076723,object identifier,tg:mmbbr:394,record identifiers,MMB.A.0394,descriptive note,Nederlands,[brief ontbreekt],Brieven
0a726a2b-ad4e-5831-8d11-9efdcc09d7e7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0a726a2b-ad4e-5831-8d11-9efdcc09d7e7,object identifier,tg:mmbbr:395,record identifiers,MMB.A.0395,descriptive note,Nederlands,"de aankoop van een portret van een oudere dame toegeschreven aan Velasquez, een onderzoek van een voorwerp, de zoektocht naar oude schilderijen en gravures van Bruegel en het aanbod van twee zilveren renaissance medailles met vrouwenportretten",Brieven
33d2cd72-2adb-5c5f-8414-e108a1a609c4,AA,0,https://data.museummayervandenbergh.be/ark:/59511/33d2cd72-2adb-5c5f-8414-e108a1a609c4,object identifier,tg:mmbbr:396,record identifiers,MMB.A.0396,descriptive note,Nederlands,Factuur voor de restauratie van twee gotische [schilderijen] en een Van Thielen met bloemen,Brieven
e64c8a35-84b5-5499-b93b-8869ad3c7f6c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e64c8a35-84b5-5499-b93b-8869ad3c7f6c,object identifier,tg:mmbbr:397,record identifiers,MMB.A.0397,descriptive note,Nederlands,het aanbod van een bronzen en een tinnen voorwerp uit de Romaanse of Byzantijnse periode ,Brieven
f5beb148-c2ef-5c98-8afa-9c9e5871b254,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f5beb148-c2ef-5c98-8afa-9c9e5871b254,object identifier,tg:mmbbr:398,record identifiers,MMB.A.0398,descriptive note,Nederlands,kwitantie van 22 etsen naar Bruegel,Brieven
012c06e8-0cda-5cb3-9bcb-f2304fafec3d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/012c06e8-0cda-5cb3-9bcb-f2304fafec3d,object identifier,tg:mmbbr:399,record identifiers,MMB.A.0399,descriptive note,Nederlands,kwitantie van restauratiewerken,Brieven
02dc7350-4efc-5d4e-8403-09959a2ed308,AA,0,https://data.museummayervandenbergh.be/ark:/59511/02dc7350-4efc-5d4e-8403-09959a2ed308,object identifier,tg:mmbbr:400,record identifiers,MMB.A.0400,descriptive note,Nederlands,kwitantie van de verkoop van negen schilderijen van Fritz,Brieven
03f40500-17b3-5fdb-addf-27a602fd142e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/03f40500-17b3-5fdb-addf-27a602fd142e,object identifier,tg:mmbbr:401,record identifiers,MMB.A.0401,descriptive note,Nederlands,kwitantie van 125 frank,Brieven
0552492e-3174-55f8-a1f0-2052a02fb9a2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0552492e-3174-55f8-a1f0-2052a02fb9a2,object identifier,tg:mmbbr:402,record identifiers,MMB.A.0402,descriptive note,Nederlands,"de prijs van het schilderij van Mignon [Druiventros in een nis], het schilderij van Berckheyde en het Vlaams stilleven en de verzending van een schilderij",Brieven
0fd4d47a-4741-58ac-ad10-9a0c3e971533,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0fd4d47a-4741-58ac-ad10-9a0c3e971533,object identifier,tg:mmbbr:403,record identifiers,MMB.A.0403,descriptive note,Nederlands,"de bespreking van een luster en een kopie naar Van der Weyden, het aanbod van schilderijen waarvan één toegeschreven aan Marmion en een exemplaar van 'l'Art Ancien en Belgique'",Brieven
7582b5ef-d07e-5626-b9df-9559f8617fae,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7582b5ef-d07e-5626-b9df-9559f8617fae,object identifier,tg:mmbbr:404,record identifiers,MMB.A.0404,descriptive note,Nederlands,"de ruil van drie glasramen voorstellende de opstanding, Sint-Andreas en de graflegging tegen objecten die Fritz reeds vroeger interesseerden, het aanbod van een wandtapijt en een deur aan de commissie van een museum en een mogelijk bezoek van Angst aan Antwerpen",Brieven
547739b1-286b-52b0-9ff1-9863918435f8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/547739b1-286b-52b0-9ff1-9863918435f8,object identifier,tg:mmbbr:405,record identifiers,MMB.A.0405,descriptive note,Nederlands,"de identificatie van een persoon op een schilderij als Alfonso II [Allori, Francesco de' Medici]",Brieven
281cd9f5-1c74-53fc-938c-2bda39195d65,AA,0,https://data.museummayervandenbergh.be/ark:/59511/281cd9f5-1c74-53fc-938c-2bda39195d65,object identifier,tg:mmbbr:406,record identifiers,MMB.A.0406,descriptive note,Nederlands,"het aanbod van een medaille van Waldbourg, de prijs waarvoor de medaille van Jean Schegal is verkocht, een 'Garttre' die niet te koop is en de factuur voor een medaille van Waldbourg en een bronzen medaille",Brieven
4cd2aea0-b178-59fd-9a77-fbd5ea7dfc98,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4cd2aea0-b178-59fd-9a77-fbd5ea7dfc98,object identifier,tg:mmbbr:407,record identifiers,MMB.A.0407,descriptive note,Nederlands,het aanbod van 50 gouden en 1500 zilveren muntstukken en geëmailleerde juwelen en de vraag dat Fritz naar Kortrijk komt om ze te bezichtigen,Brieven
db0b8959-eba8-512f-b913-9dd71c241b5c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/db0b8959-eba8-512f-b913-9dd71c241b5c,object identifier,tg:mmbbr:408,record identifiers,MMB.A.0408,descriptive note,Nederlands,"een expertise van drie glasramen en de ruil van glasramen en een wandtapijt tegen voorwerpen die Fritz vroeger al interesseerden, een vrouwenportret in Lodewijk XV-stijl en twee schilderijen toegeschreven aan Bruegel of Franck voorstellende de hel en het paradijs",Brieven
7234802c-eaa4-53a9-a704-a70f8a12288a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7234802c-eaa4-53a9-a704-a70f8a12288a,object identifier,tg:mmbbr:409,record identifiers,MMB.A.0409,descriptive note,Nederlands,"het aanbod van zes zilveren geëmailleerde knopen, twee agrafen, sierspelden, 21 gouden munten onder andere van Lodewijk van Male, Jan III en Jeanne en Wenceslas, zilveren muntstukken en de vraag om langs te komen",Brieven
d27b4a65-a020-5db6-a946-f06d36488c14,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d27b4a65-a020-5db6-a946-f06d36488c14,object identifier,tg:mmbbr:410,record identifiers,MMB.A.0410,descriptive note,Nederlands,Factuur voor restauratiewerken,Brieven
d96f124f-b29a-5945-a775-4554a247cb95,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d96f124f-b29a-5945-a775-4554a247cb95,object identifier,tg:mmbbr:411,record identifiers,MMB.A.0411,descriptive note,Nederlands,het aanbod van een houten beeldje ,Brieven
e6fb6f3b-979a-5ceb-a9a5-c6128820a7e6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e6fb6f3b-979a-5ceb-a9a5-c6128820a7e6,object identifier,tg:mmbbr:412,record identifiers,MMB.A.0412,descriptive note,Nederlands,"de ruil van drie glasramen voor een lederen koffer, een Madonna en een aquamanile, de expertise van twee andere glasramen, aanbeveling van Harding als contact in Londen en een deur en een wandtapijt die Fritz te koop heeft aangeboden en waarvoor Angst ",Brieven
28a10dcc-ae62-53a1-a4a8-922b43fd6a9d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/28a10dcc-ae62-53a1-a4a8-922b43fd6a9d,object identifier,tg:mmbbr:413,record identifiers,MMB.A.0413,descriptive note,Nederlands,kwitantie van restauratiewerken,Brieven
598d99fc-91d5-5e1f-8a51-2ba57aa8eb87,AA,0,https://data.museummayervandenbergh.be/ark:/59511/598d99fc-91d5-5e1f-8a51-2ba57aa8eb87,object identifier,tg:mmbbr:414,record identifiers,MMB.A.0414,descriptive note,Nederlands,het ontvangst van het geld voor 'Antiquitäten-Zeitschrift' waarvan het abonnement werd opgezegd en een reis naar Boven-Egypte,Brieven
