card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,ResourceID,brocade.id,Source Note,Source Note Type,Source Note Language
e22_Items,1,mpmak,tg:mpmak:198_#1,Arch. 754,isad:mpm:333,10 R 9 D,c0cbe6d6-42a3-5b74-9d04-aa7566f1ab85,,c0cbe6d6-42a3-5b74-9d04-aa7566f1ab85,tg:mpmak:198_#1,Los stuk tussen fol. 41 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:188_#1,Arch. 498,isad:mpm:333,10 Q 6 C,ceeb5500-a605-5be7-b2a3-91b8a4abb7c0,,ceeb5500-a605-5be7-b2a3-91b8a4abb7c0,tg:mpmak:188_#1,Los stuk 1 tussen fol. 22 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:18_#1,Arch. 432,isad:mpm:253,10 Q 6 E,3281f105-f172-53ff-ab68-53f7946a8eed,los stuk nr. [2],3281f105-f172-53ff-ab68-53f7946a8eed,tg:mpmak:18_#1,,,
e22_Items,1,mpmak,tg:mpmak:225_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,df9dee91-4993-5724-b038-84538d43873e,B.b.1,df9dee91-4993-5724-b038-84538d43873e,tg:mpmak:225_#1,,,
e22_Items,1,mpmak,tg:mpmak:235_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,4fab796a-7666-5a78-8fd3-10ff8669c740,B.h.5,4fab796a-7666-5a78-8fd3-10ff8669c740,tg:mpmak:235_#1,,,
e22_Items,1,mpmak,tg:mpmak:143_#1,Arch. 319,isad:mpm:334,10 Q 5 D,0ce1fdab-2466-50d5-88d5-a95f99815115,,0ce1fdab-2466-50d5-88d5-a95f99815115,tg:mpmak:143_#1,Los stuk tussen fol. 115 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:153_#1,Arch. 319,isad:mpm:334,10 Q 5 D,93bc78b9-484c-507b-bf84-7f879dae585b,,93bc78b9-484c-507b-bf84-7f879dae585b,tg:mpmak:153_#1,Los stuk 2 tussen fol. 196 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:45_#1,Arch. 817,isad:mpm:275,10 R 8 F,8e8d8a11-427e-57f0-893b-54b2af734920,,8e8d8a11-427e-57f0-893b-54b2af734920,tg:mpmak:45_#1,Los stuk tussen fol. 62 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:55_#1,Arch. 712,isad:mpm:567,10 Q 9 C,21e44173-4186-5b48-afe8-50385fe8589e,Deel 3 stuk 69,21e44173-4186-5b48-afe8-50385fe8589e,tg:mpmak:55_#1,,,
e22_Items,1,mpmak,tg:mpmak:300_#1,Arch. 134,isad:mpm:333,10 Q 3 D,671a3879-e409-51e1-9b41-b26b4678dce9,los stuk 4 tussen fol. 349 links-rechts,671a3879-e409-51e1-9b41-b26b4678dce9,tg:mpmak:300_#1,,,
e22_Items,1,mpmak,tg:mpmak:278_#1,Arch. 286,isad:mpm:238,10 Q 4 A,de06c57b-29a0-5ab8-b7df-4725f9c4cbe7,los stuk 2,de06c57b-29a0-5ab8-b7df-4725f9c4cbe7,tg:mpmak:278_#1,tussen fol. 28-29,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:310_#1,Arch. 133,isad:mpm:334,10 Q 3 D,5c846bdf-e3c9-5ac5-afcc-fddea51f1634,los stuk tussen fol. 51 links-rechts,5c846bdf-e3c9-5ac5-afcc-fddea51f1634,tg:mpmak:310_#1,,,
e22_Items,1,mpmak,tg:mpmak:268_#1,Arch. 279,isad:mpm:299,10 Q 4 B,c58ae1ce-bb71-55fe-a166-c11c8bf0e995,los stuk 1,c58ae1ce-bb71-55fe-a166-c11c8bf0e995,tg:mpmak:268_#1,,,
e22_Items,1,mpmak,tg:mpmak:362_#1,Arch. 363,isad:mpm:334,10 Q 5 A,109c461d-7b01-5392-acee-fb9510441949,4-6,109c461d-7b01-5392-acee-fb9510441949,tg:mpmak:362_#1,los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:372_#1,Arch. 363,isad:mpm:334,10 Q 5 A,133c98e3-cc23-5f82-b7d1-b2448cfcdf32,15,133c98e3-cc23-5f82-b7d1-b2448cfcdf32,tg:mpmak:372_#1,los stuk tussen opening 71,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:27_#1,Arch. 120,isad:mpm:245,10 Q 2 A,34cc5c79-3fe3-514c-8f4a-b288def9cac2,p. 329-332,34cc5c79-3fe3-514c-8f4a-b288def9cac2,tg:mpmak:27_#1,,,
e22_Items,1,mpmak,tg:mpmak:37_#1,L 2920,isad:mpm:245,15 R 2 C,707ea572-4bc9-5b35-ae31-5ba068ac0927,,707ea572-4bc9-5b35-ae31-5ba068ac0927,tg:mpmak:37_#1,99 exemplaren,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:11_#1,Arch. 1179,isad:mpm:205,10 R 7 B,e222d747-7b4d-503b-83c6-a0e3c4c85521,271,e222d747-7b4d-503b-83c6-a0e3c4c85521,tg:mpmak:11_#1,,,
e22_Items,1,mpmak,tg:mpmak:285_#1,Arch. 290,isad:mpm:556,10 Q 4 A,2193a27f-18b0-5373-9ea2-2af1be7f9861,los stuk 1,2193a27f-18b0-5373-9ea2-2af1be7f9861,tg:mpmak:285_#1,tussen folio's 21-22,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:295_#1,Arch. 134,isad:mpm:334,10 Q 3 D,e65a1b2d-ba8f-5ae6-ba9e-5d0c11337130,los stuk tussen fol. 232 links-rechts,e65a1b2d-ba8f-5ae6-ba9e-5d0c11337130,tg:mpmak:295_#1,,,
e22_Items,1,mpmak,tg:mpmak:344_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,97accc3e-72b4-5b09-acbf-ea204bc288c0,los stuk tussen p. 244-245,97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,,,
e22_Items,1,mpmak,tg:mpmak:354_#1,Arch. 662,isad:mpm:334,10 Q 8 A,73c0964e-33cc-52cc-8437-81fd95fc66e9,,73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,los stuk tussen fol. 33 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:138_#1,Arch. 321,isad:mpm:334,10 Q 5 D,76ad65c2-262d-57f4-a523-f2be91119286,,76ad65c2-262d-57f4-a523-f2be91119286,tg:mpmak:138_#1,Los stuk tussen fol. 188 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:128_#1,Arch. 321,isad:mpm:334,10 Q 5 D,62ab9159-d72d-596f-9f1d-a165339e4ff8,,62ab9159-d72d-596f-9f1d-a165339e4ff8,tg:mpmak:128_#1,Los stuk 5 tussen fol. 131 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:326_#1,Arch. 669,isad:mpm:421,10 Q 8 A,89c0035f-d72f-580b-9ad3-9e93e1fd9d4a,los stuk 2 tussen p. 21-22,89c0035f-d72f-580b-9ad3-9e93e1fd9d4a,tg:mpmak:326_#1,,,
e22_Items,1,mpmak,tg:mpmak:336_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,aa6c39e8-467e-55e2-838e-e13167045f73,los stuk 1 tussen p. 146-147,aa6c39e8-467e-55e2-838e-e13167045f73,tg:mpmak:336_#1,,,
e22_Items,1,mpmak,tg:mpmak:63_#1,Arch. 1006,isad:mpm:284,10 R 8 C,6ccac10f-6a2c-5524-ae12-a6b4a90535dd,,6ccac10f-6a2c-5524-ae12-a6b4a90535dd,tg:mpmak:63_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:73_#1,Arch. 921,isad:mpm:275,10 R 8 D,d4b2e5c0-2495-5cc0-ae8d-382531dc6632,,d4b2e5c0-2495-5cc0-ae8d-382531dc6632,tg:mpmak:73_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:181_#1,Arch. 498,isad:mpm:334,10 Q 6 C,2eab851f-7131-5d92-b960-94f62ed3c13f,,2eab851f-7131-5d92-b960-94f62ed3c13f,tg:mpmak:181_#1,Los stuk 7 vooraan,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:191_#1,Arch. 498,isad:mpm:334,10 Q 6 C,1e2001a7-5c30-5233-9f4c-880d8d801c43,,1e2001a7-5c30-5233-9f4c-880d8d801c43,tg:mpmak:191_#1,Los stuk tussen fol. 124 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:165_#1,Arch. 761,isad:mpm:334,10 R 9 C,bb6c1595-5f4d-5cff-af51-4ac86faf57b1,,bb6c1595-5f4d-5cff-af51-4ac86faf57b1,tg:mpmak:165_#1,Los stuk 2 tussen fol. 25 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:175_#1,Arch. 753,isad:mpm:334,10 R 9 D,ab628cbc-9d8d-564c-9fce-115453cc632b,,ab628cbc-9d8d-564c-9fce-115453cc632b,tg:mpmak:175_#1,Los stuk 1 tussen fol. 15 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:87_#1,Arch. 91,isad:mpm:316,10 Q 2 D,03b63f6d-afcd-5666-979a-c9ddc4dcca5e,stuk II,03b63f6d-afcd-5666-979a-c9ddc4dcca5e,tg:mpmak:87_#1,,,
e22_Items,1,mpmak,tg:mpmak:97_#1,Arch. TS A stuk 16,isad:mpm:327,15 R 1 A,5b88e20b-99fd-5bdd-8046-b2f09999f029,,5b88e20b-99fd-5bdd-8046-b2f09999f029,tg:mpmak:97_#1,Tussen fol. 185 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:203_#1,Arch. 43.1,isad:mpm:334,10 Q 1 C,f34565c7-c853-5a74-a4be-6a55c08fd6d2,,f34565c7-c853-5a74-a4be-6a55c08fd6d2,tg:mpmak:203_#1,Los stuk tussen fol. 72 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:213_#1,Arch. 337,isad:mpm:333,10 Q 5 C,f1c250d9-595d-553f-aff6-84edc6171d84,,f1c250d9-595d-553f-aff6-84edc6171d84,tg:mpmak:213_#1,Los stuk tussen fol. 37 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:319_#1,Arch. 320,isad:mpm:334,10 Q 5 D,b79237e6-8021-5e31-b138-1ae47707d33b,los stuk tussen fol. 292 links-rechts,b79237e6-8021-5e31-b138-1ae47707d33b,tg:mpmak:319_#1,,,
e22_Items,1,mpmak,tg:mpmak:261_#1,Arch. 1460,isad:mpm:360,10 R 3 B,6f8b7861-c09f-5647-b08c-d1032814fd72,12,6f8b7861-c09f-5647-b08c-d1032814fd72,tg:mpmak:261_#1,,,
e22_Items,1,mpmak,tg:mpmak:309_#1,Arch. 1184,isad:mpm:349,10 K 8 B,46a7a249-3c89-5e66-9481-4e0f04feb7e8,stuk 1,46a7a249-3c89-5e66-9481-4e0f04feb7e8,tg:mpmak:309_#1,,,
e22_Items,1,mpmak,tg:mpmak:271_#1,Arch. 279,isad:mpm:366,10 Q 4 B,048a9a60-9621-5e49-9122-830b7fb334af,los stuk 4,048a9a60-9621-5e49-9122-830b7fb334af,tg:mpmak:271_#1,,,
e22_Items,1,mpmak,tg:mpmak:107_#1,Arch. 322,isad:mpm:333,10 Q 5 D,850079ae-2285-5a6e-960b-61e71b651f47,,850079ae-2285-5a6e-960b-61e71b651f47,tg:mpmak:107_#1,Ingebonden tussen fol. 1 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:151_#1,Arch. 319,isad:mpm:333,10 Q 5 D,beb8115b-7b12-50cb-996d-d344a4648cdd,,beb8115b-7b12-50cb-996d-d344a4648cdd,tg:mpmak:151_#1,Los stuk 1 tussen fol. 183 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:141_#1,Arch. 319,isad:mpm:333,10 Q 5 D,c5d3fb3e-d3fc-5127-a95b-166cedc20099,,c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,Los stuk 1 tussen fol. 65 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:237_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,253cb279-445d-5c23-9801-15b6292673da,B.i.4,253cb279-445d-5c23-9801-15b6292673da,tg:mpmak:237_#1,,,
e22_Items,1,mpmak,tg:mpmak:227_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,f3f64202-2954-5a74-85a1-2f4b08a09641,B.b.10,f3f64202-2954-5a74-85a1-2f4b08a09641,tg:mpmak:227_#1,,,
e22_Items,1,mpmak,tg:mpmak:400_#1,Arch. 363,isad:mpm:333,10 Q 5 A,3a5ce54b-56b7-59b0-a127-0a797748ef93,39,3a5ce54b-56b7-59b0-a127-0a797748ef93,tg:mpmak:400_#1,los stuk tussen opening 93,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:255_#1,Arch. 1460,isad:mpm:355,10 R 3 B,bdfb05c4-7c78-527f-a6a2-f3c3432640a3,5,bdfb05c4-7c78-527f-a6a2-f3c3432640a3,tg:mpmak:255_#1,,,
e22_Items,1,mpmak,tg:mpmak:245_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,b8c2bab5-4120-5edb-b5e2-5a2062986d99,B.k.X2,b8c2bab5-4120-5edb-b5e2-5a2062986d99,tg:mpmak:245_#1,,,
e22_Items,1,mpmak,tg:mpmak:133_#1,Arch. 321,isad:mpm:333,10 Q 5 D,4c6198ea-8fcf-5f25-9b6c-e791dc761143,,4c6198ea-8fcf-5f25-9b6c-e791dc761143,tg:mpmak:133_#1,Los stuk tussen fol. 157 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:123_#1,Arch. 321,isad:mpm:334,10 Q 5 D,970a8988-d256-5b87-8bf3-3a32e32bfbc1,,970a8988-d256-5b87-8bf3-3a32e32bfbc1,tg:mpmak:123_#1,Los stuk tussen fol. 62 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:68_#1,K 1074,isad:mpm:290,Zaal 32,004183dd-13d7-5fad-84cc-df01f4a1d581,29,004183dd-13d7-5fad-84cc-df01f4a1d581,tg:mpmak:68_#1,,,
e22_Items,1,mpmak,tg:mpmak:78_#1,Arch. 60,isad:mpm:556,10 Q 1 B,16cb86d7-293b-51dd-a3c8-1df185cad76c,,16cb86d7-293b-51dd-a3c8-1df185cad76c,tg:mpmak:78_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:394_#1,Arch. 363,isad:mpm:333,10 Q 5 A,aa5bead6-bba7-5ce1-a473-6cf1aca3bf7a,31,aa5bead6-bba7-5ce1-a473-6cf1aca3bf7a,tg:mpmak:394_#1,los stuk tussen opening 84,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:384_#1,Arch. 1179,isad:mpm:205,10 K 9 E,e471890b-c8a3-5b18-aeb6-88aa506738d8,128,e471890b-c8a3-5b18-aeb6-88aa506738d8,tg:mpmak:384_#1,,,
e22_Items,1,mpmak,tg:mpmak:370_#1,Arch. 363,isad:mpm:334,10 Q 5 A,23283e6b-d0a0-5924-8a5e-60924496cd1b,13,23283e6b-d0a0-5924-8a5e-60924496cd1b,tg:mpmak:370_#1,los stuk tussen opening 67,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:208_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,c65c28fc-519a-5279-bd63-958d415e13c0,C.b annex 2,c65c28fc-519a-5279-bd63-958d415e13c0,tg:mpmak:208_#1,,,
e22_Items,1,mpmak,tg:mpmak:360_#1,Arch. 101,isad:mpm:355,10 Q 2 A,3e69f89a-4230-505d-837e-b5138c4b9b4c,,3e69f89a-4230-505d-837e-b5138c4b9b4c,tg:mpmak:360_#1,los stuk tussen fol. 11,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:218_#1,Arch. 319,isad:mpm:334,10 Q 5 D,ec6f47c8-58ef-567c-9a45-286103265797,,ec6f47c8-58ef-567c-9a45-286103265797,tg:mpmak:218_#1,Los stuk 1 tussen fol. 208 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:35_#1,Arch. 1147,isad:mpm:245,10 R 7 E,9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,fol. 9-24,9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,,,
e22_Items,1,mpmak,tg:mpmak:25_#1,R 63.8 IV,isad:mpm:245,15 H 2 I,4027e1d4-bf77-5fc9-89ef-2aeea0ebe49e,6,4027e1d4-bf77-5fc9-89ef-2aeea0ebe49e,tg:mpmak:25_#1,,,
e22_Items,1,mpmak,tg:mpmak:57_#1,Arch. 993,isad:mpm:284,10 R 8 C,c6f618d9-2b92-5621-8e07-2ae2868d4b17,,c6f618d9-2b92-5621-8e07-2ae2868d4b17,tg:mpmak:57_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:47_#1,Arch. 42,isad:mpm:256,10 Q 1 C,32123580-713f-59ec-8752-4f501358f5ae,,32123580-713f-59ec-8752-4f501358f5ae,tg:mpmak:47_#1,Eerste stuk van de lias met losse stukken,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:312_#1,Arch. 133,isad:mpm:334,10 Q 1 D,6c636d50-117d-56df-9db2-e14f96640ee3,los stuk 4 tussen fol. 90 links-rechts,6c636d50-117d-56df-9db2-e14f96640ee3,tg:mpmak:312_#1,,,
e22_Items,1,mpmak,tg:mpmak:302_#1,Arch. 134,isad:mpm:334,10 Q 3 D,f95dce2e-4aa0-5e0f-8528-8fa51fd3c26e,los stuk 1 tussen fol. 363 links-rechts,f95dce2e-4aa0-5e0f-8528-8fa51fd3c26e,tg:mpmak:302_#1,,,
e22_Items,1,mpmak,tg:mpmak:334_#1,Arch. 315,isad:mpm:567,10 Q 5 D,64ffdd27-853b-5de6-94c5-853b5d11b5de,los stuk tussen fol. 79 links-rechts,64ffdd27-853b-5de6-94c5-853b5d11b5de,tg:mpmak:334_#1,,,
e22_Items,1,mpmak,tg:mpmak:324_#1,Arch. 669,isad:mpm:421,10 Q 8 A,7d808d90-c84f-5b9e-abfa-5e681a14b30d,los stuk tussen p. 11-12,7d808d90-c84f-5b9e-abfa-5e681a14b30d,tg:mpmak:324_#1,,,
e22_Items,1,mpmak,tg:mpmak:193_#1,Arch. 498,isad:mpm:302,10 Q 6 C,db150edd-7a91-5e4d-88b0-f23c6d1ad660,,db150edd-7a91-5e4d-88b0-f23c6d1ad660,tg:mpmak:193_#1,Los stuk 2 tussen fol. 138 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:183_#1,Arch. 498,isad:mpm:334,10 Q 6 C,24aac70c-0030-5350-b57e-6570197021cc,,24aac70c-0030-5350-b57e-6570197021cc,tg:mpmak:183_#1,Los stuk 9 vooraan,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:61_#1,Arch. 998,isad:mpm:284,10 R 8 C,6ff97be0-6022-5375-ac41-e9e062d6de40,,6ff97be0-6022-5375-ac41-e9e062d6de40,tg:mpmak:61_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:297_#1,Arch. 134,isad:mpm:556,10 Q 3 D,cda43eef-17e5-512b-9e45-2aaaf1092b82,los stuk 1 tussen fol. 349 links-rechts,cda43eef-17e5-512b-9e45-2aaaf1092b82,tg:mpmak:297_#1,,,
e22_Items,1,mpmak,tg:mpmak:287_#1,Arch. 290,isad:mpm:556,10 Q 4 A,b5d4c80a-8948-5321-84dc-9e9af61b5194,los stuk 3,b5d4c80a-8948-5321-84dc-9e9af61b5194,tg:mpmak:287_#1,tussen folio's 21-22,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:13_#1,Arch. 1179,isad:mpm:205,10 R 7 B,eb7dab11-9c6c-5946-81f9-d132eb73943a,270,eb7dab11-9c6c-5946-81f9-d132eb73943a,tg:mpmak:13_#1,,,
e22_Items,1,mpmak,tg:mpmak:148_#1,Arch. 319,isad:mpm:334,10 Q 5 D,95847168-f33d-59f3-85e3-fcac3e9ef679,,95847168-f33d-59f3-85e3-fcac3e9ef679,tg:mpmak:148_#1,Los stuk2 tussen fol. 172 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:158_#1,Arch. 319,isad:mpm:333,10 Q 5 D,add3c58c-6357-5849-86dd-fed2c92405ac,,add3c58c-6357-5849-86dd-fed2c92405ac,tg:mpmak:158_#1,Los stuk 2 tussen fol. 197 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:356_#1,Arch. 334,isad:mpm:253,10 Q 6 E,eac91ad2-8328-58c1-8304-fd24f860c515,fol. 33,eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,,,
e22_Items,1,mpmak,tg:mpmak:346_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,e56b0944-7eeb-5462-bec6-298066437794,los stuk tussen p. 270-271,e56b0944-7eeb-5462-bec6-298066437794,tg:mpmak:346_#1,,,
e22_Items,1,mpmak,tg:mpmak:115_#1,Arch. 322,isad:mpm:275,10 Q 5 D,8ed98b63-2bf5-5ccd-a32a-6b7c36922038,,8ed98b63-2bf5-5ccd-a32a-6b7c36922038,tg:mpmak:115_#1,Ingebonden tussen fol. 69 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:273_#1,Arch. 280,isad:mpm:366,10 Q 4 B,f411b324-5abc-568a-9b26-de3e9e6f4b40,los stuk 1,f411b324-5abc-568a-9b26-de3e9e6f4b40,tg:mpmak:273_#1,,,
e22_Items,1,mpmak,tg:mpmak:263_#1,Arch. 1460,isad:mpm:361,10 R 3 B,f0ba9d33-2fef-5d65-a596-01e73339c603,14,f0ba9d33-2fef-5d65-a596-01e73339c603,tg:mpmak:263_#1,,,
e22_Items,1,mpmak,tg:mpmak:369_#1,Arch. 363,isad:mpm:787,10 Q 5 A,b476619d-e1ed-5b58-b92a-15e13bb26af5,12,b476619d-e1ed-5b58-b92a-15e13bb26af5,tg:mpmak:369_#1,los stuk tussen opening 67,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:211_#1,Arch. 337,isad:mpm:333,10 Q 5 C,545da8ba-8604-5047-a1cf-095b7114337e,,545da8ba-8604-5047-a1cf-095b7114337e,tg:mpmak:211_#1,Los stuk tussen fol. 12 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:379_#1,doos P1 map 6,isad:mpm:902,,416fe5e0-1b6a-5b57-b3b9-f39bd8409395,,416fe5e0-1b6a-5b57-b3b9-f39bd8409395,tg:mpmak:379_#1,,,
e22_Items,1,mpmak,tg:mpmak:201_#1,Arch. 497,isad:mpm:333,10 Q 6 C,3650ec6f-968c-5c81-80a7-859cee278662,,3650ec6f-968c-5c81-80a7-859cee278662,tg:mpmak:201_#1,Los stuk tussen fol. 102 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:95_#1,Arch. TS A stuk 9,isad:mpm:328,15 R 1 A,c787936e-3841-55c6-8778-401cb4a4fffa,,c787936e-3841-55c6-8778-401cb4a4fffa,tg:mpmak:95_#1,Tussen fol. 144 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:85_#1,Arch. 398,isad:mpm:334,10 Q 5 A,e2dad391-1ae9-5004-9eee-c00dbd214fc4,,e2dad391-1ae9-5004-9eee-c00dbd214fc4,tg:mpmak:85_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:177_#1,Arch. 498,isad:mpm:333,10 Q 6 C,1b8749df-764e-5cf8-a616-f747db61a572,,1b8749df-764e-5cf8-a616-f747db61a572,tg:mpmak:177_#1,Los stuk 3 vooraan,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:167_#1,Arch. 761,isad:mpm:334,10 R 9 C,bb0a0f02-5680-5b97-8fbf-41fbd02cdcb5,,bb0a0f02-5680-5b97-8fbf-41fbd02cdcb5,tg:mpmak:167_#1,Los stuk 2 tussen fol. 52 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:182_#1,Arch. 498,isad:mpm:333,10 Q 6 C,505f1e07-a82a-537f-9575-68ef3aab9d34,,505f1e07-a82a-537f-9575-68ef3aab9d34,tg:mpmak:182_#1,Los stuk 8 vooraan,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:192_#1,Arch. 498,isad:mpm:334,10 Q 6 C,ceff5cf9-7b6f-5746-af0c-c3fe33328dd0,,ceff5cf9-7b6f-5746-af0c-c3fe33328dd0,tg:mpmak:192_#1,Los stuk 1 tussen fol. 138 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:60_#1,Arch. 996,isad:mpm:284,10 R 8 C,4a028761-ecca-54a1-891b-e4627cdb8c45,,4a028761-ecca-54a1-891b-e4627cdb8c45,tg:mpmak:60_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:70_#1,Arch. 868,isad:mpm:275,10 R 8 D,209a354a-f195-5af0-9e8e-909c502cae4e,,209a354a-f195-5af0-9e8e-909c502cae4e,tg:mpmak:70_#1,Los stuk; Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:325_#1,Arch. 669,isad:mpm:421,10 Q 8 A,f1027b6a-95f5-51e7-8409-ca70365507e4,los stuk 1 tussen p. 21-22,f1027b6a-95f5-51e7-8409-ca70365507e4,tg:mpmak:325_#1,,,
e22_Items,1,mpmak,tg:mpmak:335_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,1e1ba06d-2609-5439-941a-5758c34c71f9,los stuk tussen p. 84-85,1e1ba06d-2609-5439-941a-5758c34c71f9,tg:mpmak:335_#1,,,
e22_Items,1,mpmak,tg:mpmak:159_#1,Arch. 319,isad:mpm:334,10 Q 5 D,f1c9d31e-e6e6-5226-b971-a46b735f03a7,,f1c9d31e-e6e6-5226-b971-a46b735f03a7,tg:mpmak:159_#1,Los stuk 2 tussen fol. 208 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:149_#1,Arch. 319,isad:mpm:334,10 Q 5 D,7d7fb528-5ad6-5491-8b12-3dba507a8d91,,7d7fb528-5ad6-5491-8b12-3dba507a8d91,tg:mpmak:149_#1,Los stuk tussen fol. 177 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:347_#1,Arch. 1214-1215,isad:mpm:568,10 R 7 F,a0cae8a4-905c-5b1b-8e44-28bc78533e8e,"band 2, stuk 20",a0cae8a4-905c-5b1b-8e44-28bc78533e8e,tg:mpmak:347_#1,,,
e22_Items,1,mpmak,tg:mpmak:357_#1,SCH HF FA 26,isad:mpm:393,15 Q 4 E,c95b0379-9a9a-51bf-9d7f-2f021cbaf6c1,,c95b0379-9a9a-51bf-9d7f-2f021cbaf6c1,tg:mpmak:357_#1,,,
e22_Items,1,mpmak,tg:mpmak:12_#1,Arch. 1179,isad:mpm:205,10 R 7 B,97a3b4ab-88c8-5587-86f4-d29b9ba0961b,275,97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,,,
e22_Items,1,mpmak,tg:mpmak:286_#1,Arch. 290,isad:mpm:556,10 Q 4 A,eb8d74e2-714f-5ade-a128-92935aded0f0,los stuk 2,eb8d74e2-714f-5ade-a128-92935aded0f0,tg:mpmak:286_#1,tussen folio's 21-22,remarks,Nederlands
